param_index	reaction_id	source	prior	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	gen28	gen29	gen30	gen31	gen32
29	r_0018_REV_EXP_3	brenda	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67	7.67
30	r_0019	brenda	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
31	r_0020_EXP_1	brenda	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
32	r_0020_EXP_2	brenda	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
33	r_0021	OpenKineticsPredictor	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076	10.780076
34	r_0022	OpenKineticsPredictor	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	2.5184511	1.4253788	2.5184511	1.3223151	1.1477971	1.1175688	1.1857309	1.2793868	1.1641271	1.1318279	1.2663548	2.5184511	1.4459289	2.5184511
35	r_0023	brenda	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	93.899074
36	r_0023_REV	brenda	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27
37	r_0024_EXP_1	brenda	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79
38	r_0024_EXP_2	brenda	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79
39	r_0025	brenda	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79	13.79
40	r_0026_EXP_1	brenda	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075
41	r_0026_EXP_2	brenda	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075	1075
42	r_0026_EXP_3	brenda	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
43	r_0026_EXP_4	brenda	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540
44	r_0027	brenda	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
45	r_0027_REV	brenda	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
46	r_0028	custom	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3	141.3
47	r_0032	brenda	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
48	r_0033_EXP_1	brenda	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
49	r_0033_EXP_2	brenda	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7
50	r_0034	brenda	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7
51	r_0035	brenda	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7
52	r_0036	brenda	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7
53	r_0037	brenda	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7	6.7
54	r_0038	brenda	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
55	r_0039	brenda	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310
56	r_0040	brenda	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310
57	r_0041	brenda	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07
58	r_0042_EXP_1	brenda	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
59	r_0042_EXP_2	brenda	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
60	r_0043_EXP_1	OpenKineticsPredictor	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	3.2582305	1.9241859	1.6103566	1.5995947	1.4712786	1.3786865	1.2528684	1.2782504	1.3292545	1.265656	1.3901619	1.4544672	1.4907106	1.5358497	3.2582305	1.873899	3.2582305	1.7105205
61	r_0043_EXP_2	brenda	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6
62	r_0044	brenda	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15	2.15
63	r_0045	brenda	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5
64	r_0057	brenda	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388	388
65	r_0058	brenda	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
66	r_0059	OpenKineticsPredictor	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034	1.0592034
67	r_0060	brenda	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27
68	r_0060_REV	brenda	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27	9.27
69	r_0061	brenda	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40
70	r_0062_EXP_1	custom	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62
71	r_0062_EXP_2	custom	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145
72	r_0062_EXP_3	custom	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62
73	r_0063	brenda	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783	0.783
74	r_0064_EXP_1	brenda	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
75	r_0064_EXP_2	custom	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62
76	r_0064_EXP_3	custom	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145
77	r_0064_EXP_4	custom	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62
78	r_0065	brenda	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6
79	r_0066	brenda	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017
80	r_0067	OpenKineticsPredictor	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	6.2829414	3.5801268	2.8471171	2.6772208	2.6759992	2.6932338	2.7018414	2.6355831	2.6846721	2.582852	3.0297651	3.1768685	3.4103934	6.2829414
81	r_0068	brenda	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4	47.4
82	r_0069	brenda	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080	4080
83	r_0072	brenda	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5
84	r_0073_EXP_1	brenda	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38
85	r_0073_EXP_2	brenda	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33
86	r_0074	brenda	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03
87	r_0075	brenda	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26
88	r_0076_EXP_1	OpenKineticsPredictor	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	5.6217241	3.2336096	2.7431291	2.6292952	2.2927689	2.4194208	2.3195512	2.3012059	2.3948031	2.3671514	2.4888207	2.9962049	2.9200537	3.1570606	5.6217241
89	r_0076_EXP_2	OpenKineticsPredictor	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	4.6484952	4.1530878	3.6578915	4.0012291	4.2632202	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037	7.9451037
90	r_0077	brenda	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333	375.83333
91	r_0078_EXP_1	OpenKineticsPredictor	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	5.9954009	3.1755047	2.4805217	2.4537766	1.8781722	1.9257851	1.8360527	1.6965735	1.7293295	1.9516794	2.2316796	2.3485961	2.1610719	2.1754873	2.504676
92	r_0078_EXP_2	OpenKineticsPredictor	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272	8.2683272
93	r_0079	brenda	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
94	r_0080_EXP_1	brenda	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160
95	r_0080_EXP_2	OpenKineticsPredictor	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	1.9628622	1.752203	2.3410076	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174	3.9723174
96	r_0081	brenda	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658
97	r_0082	brenda	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33	153833.33
98	r_0083	brenda	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03
99	r_0084	brenda	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
100	r_0085	brenda	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33
101	r_0086	brenda	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5
