param_index	reaction_id	source	prior	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	gen28	gen29	gen30	gen31	gen32
1466	r_1189	OpenKineticsPredictor	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592	51.196592
1467	r_1190_EXP_1	OpenKineticsPredictor	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729	9.7626729
1468	r_1190_EXP_2	OpenKineticsPredictor	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766	34.649766
1469	r_1190_EXP_3	OpenKineticsPredictor	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	6.0275253	5.5077559	6.3155488	6.554126	7.1798162	6.7149058	6.4579273	6.4657125	7.0217056	12.143954	12.143954	12.143954	6.7292461	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954	12.143954
1470	r_1191	OpenKineticsPredictor	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	7.4803203	13.263715	7.5593577	5.7912041	5.0946896	5.1969763	5.0402592	4.3361066	4.3528	4.1885815	3.9333125	3.7345371	3.7474561	4.4151455	4.0165108	3.525896	3.5464577	3.9618378
1471	r_1191_REV	OpenKineticsPredictor	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	13.263715	7.1399776	6.6911906	5.6169315	4.6522063	4.1577652	3.6798786	3.0080908	3.2167079	2.8733875	2.8877824	2.7069092	2.4697603	2.4141768	2.1486859	1.9664084	1.8500175	2.1179434
1472	r_1192_EXP_1	OpenKineticsPredictor	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	3.5264557	6.3682819	3.5264557	3.5264557
1473	r_1192_EXP_2	OpenKineticsPredictor	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.0886625	1.0035387	0.93135601	0.96562111	0.82359054	0.85518869	0.89331141	0.86115289	0.81763704	0.89582997	1.0881513	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133	1.9573133
1474	r_1192_EXP_3	OpenKineticsPredictor	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221	5.5146221
1475	r_1192_EXP_4	OpenKineticsPredictor	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858	4.3826858
1476	r_1192_EXP_5	OpenKineticsPredictor	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358	5.5439358
1477	r_1192_EXP_6	OpenKineticsPredictor	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	9.1666274	21.945338	26.499182	27.572584	32.939815	36.695156
1478	r_1192_EXP_7	OpenKineticsPredictor	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	1.1739215	1.3740082	1.4346566	2.4343933	2.4343933	2.4343933	2.4343933	2.4343933	1.4045878	1.1832693	1.0921429
1479	r_1193	OpenKineticsPredictor	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338	23.249338
1480	r_1194	OpenKineticsPredictor	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	8.9094848	15.891255	16.737765	22.605006	23.628011	29.127618	35.171963	34.703041	41.169909	48.662505	51.349204	50.536401	46.312852	45.461876	42.634312	49.33152	51.469345	46.103731	45.949048	52.688396	55.042493	58.077979	64.176044
1481	r_1195	OpenKineticsPredictor	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	29.412786	50.161462	58.72255	68.715158	72.847771	77.899809	79.563437	81.344194	86.133556	86.388299	92.962036
1482	r_1196_EXP_1	OpenKineticsPredictor	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128	12.223128
1483	r_1196_EXP_2	OpenKineticsPredictor	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	8.4635572	4.9107736	3.9644513	8.4635572	4.3254111	3.8391513	3.483631	3.2780259	3.166832	3.1880429	3.743897	3.3697955	3.3087481	3.3246245	3.6879838
1484	r_1196_EXP_3	OpenKineticsPredictor	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681	26.95681
1485	r_1196_EXP_4	OpenKineticsPredictor	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	6.279804	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319	10.857319
1486	r_1197	OpenKineticsPredictor	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	9.5425256	17.402121	20.419063	16.478231	16.717278	16.951857	18.781579	16.845372	17.589916	18.466139	17.368815	9.5425256	9.5425256	9.5425256	9.5425256
1487	r_1198_EXP_1	OpenKineticsPredictor	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	44.602221	20.650152	17.677804	18.806049	18.424234	19.991841	18.809331	19.851653	20.720914	19.713434	19.695617	20.041622	19.507622	20.443447	23.063584
1488	r_1198_EXP_2	OpenKineticsPredictor	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542	24.170542
1489	r_1199_EXP_1	OpenKineticsPredictor	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	15.897816	30.033442	37.973777	37.829673	41.11881	36.711215	44.994932	49.741322	49.957156	47.522618
1490	r_1199_EXP_2	OpenKineticsPredictor	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	20.910741	35.459838	43.299291
1491	r_1199_EXP_3	OpenKineticsPredictor	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713	32.734713
1492	r_1199_EXP_4	OpenKineticsPredictor	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	11.256741	5.1413893	4.3245068	3.0983798	3.0598937	2.9124557	2.6178767	2.6391732	2.7345123	3.4086187	2.8213065	2.4472676	2.4581326	3.1891556
1493	r_1200_EXP_1	OpenKineticsPredictor	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	23.313501	13.040866	10.705023	9.9671899	9.5136243	8.5670299	9.0107162	8.5442148	9.5497064
1494	r_1200_EXP_2	OpenKineticsPredictor	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	8.6242028	16.100359	18.672694	21.831143	24.777479	27.24171	29.348801	33.074783	38.511398	33.943161
1495	r_1200_EXP_3	OpenKineticsPredictor	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213	19.060213
1496	r_1200_EXP_4	OpenKineticsPredictor	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	20.073664	40.746048	38.615805	20.073664	20.073664	44.071601	34.657171	20.073664	20.073664	37.970922	35.16363	46.020941	49.146821	50.99009	53.836781	56.493579	57.837256	58.004104	58.975906
1497	r_1201_EXP_1	OpenKineticsPredictor	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528	7.9157528
1498	r_1201_EXP_2	OpenKineticsPredictor	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574	14.748574
1499	r_1201_EXP_3	OpenKineticsPredictor	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	25.678395	12.089153	11.978851	10.950091	10.830844	10.846546	11.669339	10.812352	9.1987529	10.17525	9.9789753	11.852928	11.620049	12.606474	14.84473	25.678395	14.707816	25.678395	25.678395
1500	r_1202	OpenKineticsPredictor	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228
1501	r_1202_REV	OpenKineticsPredictor	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.0376228	1.757986	2.1951841	2.1133596	2.4929314	2.7178648	3.3980614	3.9011322	4.3494931	4.733821	4.6081139	4.9356507	5.4767597	5.5402591	5.4006898	5.9836091	5.7225414	5.2030591
1502	r_1203	OpenKineticsPredictor	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	1.9010961	0.98715128	0.92212837	0.8522845	0.80387417	0.80983964
1503	r_1204_EXP_1	OpenKineticsPredictor	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351	1.8479351
1504	r_1204_EXP_2	OpenKineticsPredictor	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	4.983358	5.7632795	5.5054792	5.1309734	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881	2.6899881
1505	r_1205_EXP_1	OpenKineticsPredictor	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897	3.1849897
1506	r_1205_EXP_2	OpenKineticsPredictor	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884	1.4850884
1507	r_1205_EXP_3	OpenKineticsPredictor	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429	4.4650429
1508	r_1205_EXP_4	OpenKineticsPredictor	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852	4.0642852
1509	r_1205_EXP_5	OpenKineticsPredictor	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	13.586423	11.931381	12.149297	11.134685	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077	6.3039077
1510	r_1206	OpenKineticsPredictor	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311
1511	r_1206_REV	OpenKineticsPredictor	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	13.754701	14.129121	13.86506	15.472899	15.925724
1512	r_1207	OpenKineticsPredictor	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311	7.4054311
1513	r_1208	OpenKineticsPredictor	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	11.123801	9.4465579	9.1011869	10.05356	8.4012921	7.7308126	8.109764	7.7206307	7.826656	6.9800373	6.7410415	6.5043831	6.1372625	6.060687	6.3999578
1514	r_1208_REV	OpenKineticsPredictor	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	18.814288	33.129674	40.20404	47.591337	54.871623	66.962578	64.15095	66.589081	66.96746	67.832885	64.374521	60.230308	66.456195	63.481877	63.471388	60.441795
1515	r_1209	OpenKineticsPredictor	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421	10.315421
1516	r_1210_EXP_1	OpenKineticsPredictor	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	23.175966	10.764777	8.5304337	6.8621568	6.2459798	6.2220428	6.0659233	5.8204369	5.6771051	5.692248	5.3945158	5.1261056	4.8513088	4.3652328	4.0805001
1517	r_1210_EXP_2	OpenKineticsPredictor	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975	31.92975
1518	r_1211_EXP_1	OpenKineticsPredictor	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	15.966918	7.056195	7.3632098	6.5259207	7.3056534	7.4878008	6.6645692	7.5828966	7.1290082	8.351744	7.3830276	6.6054325	6.597953	5.4450971	4.6516082	4.6453466	4.3142181	4.1059392	4.4358682	5.1548404
1519	r_1211_EXP_2	OpenKineticsPredictor	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	6.5793383	12.389815	14.855492	17.658488	16.292893	14.527769	13.069794	14.078951	17.18633	17.024342	16.315008	11.611971	11.478201	12.531928	14.23849	13.76846	14.344359	15.173061	16.124454	13.770929	15.199713	16.946426
1520	r_1211_EXP_3	OpenKineticsPredictor	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	34.062086	35.623427	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404	17.769404
1521	r_1211_EXP_4	OpenKineticsPredictor	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123	16.226123
1522	r_1211_EXP_5	OpenKineticsPredictor	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	16.365497	27.930606	38.752279	41.618844	51.860407	52.444151	63.609607	69.745746	59.092303	64.973865	67.06085	63.380192	69.970024	65.625219	63.355736	61.02267	67.984449	72.896319	64.026233	67.290626
1523	r_1211_EXP_6	OpenKineticsPredictor	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	31.625625	59.676131	67.228204	58.225792	66.496904	31.625625
1524	r_1212_EXP_1	OpenKineticsPredictor	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673	4.1727673
1525	r_1212_EXP_2	OpenKineticsPredictor	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	4.0071188	7.5199129	9.9517305	9.9828693	9.8874357	9.1440446	9.940591	12.5975	10.429566	10.047518
1526	r_1212_EXP_3	OpenKineticsPredictor	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394	7.5597394
1527	r_1212_EXP_4	OpenKineticsPredictor	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163	6.2811163
1528	r_1213_EXP_1	OpenKineticsPredictor	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	7.6543355	3.6463279	3.3824368	3.2872772
1529	r_1213_EXP_2	OpenKineticsPredictor	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	5.9839477	3.0851592	3.2068284	2.5933566	2.0647993	1.7933109	1.6169766	1.2389352	1.0872132	1.1083017	1.0787867	0.93596782	0.90407398	0.93594624	0.89296341	0.81430044	0.66395603	0.75935996
1530	r_1214_EXP_1	OpenKineticsPredictor	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	18.511004	34.067815	37.006831	37.975565	41.156854	34.435905	18.511004	18.511004	18.511004	18.511004
1531	r_1214_EXP_2	OpenKineticsPredictor	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702	16.332702
1532	r_1214_EXP_3	OpenKineticsPredictor	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	16.411208	9.6508759	7.2755378	6.0707826	5.4679829	4.2550594	3.9254194	3.6675873	3.7037137	2.9579041	2.6154697	2.7337137	2.5872579	2.1619987	2.1353588	2.3158321
