param_index	reaction_id	source	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171
640	r_0523_EXP_2	brenda	5677.7367	1378.4218	8053.6742	9723.7269	1754.1302	219.79832	852.62425	258.63727	314.88696	862.26746	741.18722	800.59258	2264.2907	1611.311	1395.8263	1349.6622	383.98394	1991.8469	129.54897	10000	10000	223.98528	6329.5171	440.26687	373.94259	10000	6189.9555	3107.1126	2048.441	1336.8954	853.90574	3441.154	252.16378	1434.1962	4223.0031	339.23136	272.75608	1175.2695	3946.3413	191.72125	772.68528	10000	371.14943	3686.3581	261.08388	1903.8001	769.41384	10000	2145.3847	444.55648	2014.2448	10000	10000	1492.4916	575.12571	198.64172	2324.3112	416.95859	7685.3945	10000	2808.3934	3395.8327	86.947242	2269.9846	627.01267	8085.6225	2151.0265	1210.5053	2333.3213	1041.8482	1061.0598	1744.69	4095.584	1646.8469	149.70064	1904.6617	5982.6935	833.13458	201.88452	2112.7742	3807.6674	4624.8788	9437.2931	1632.2067	1233.2817	1068.773	259.04055	425.11908	668.06666	581.54135	10000	239.8883	3670.6536	443.15644	237.42815	238.87045	244.0313	917.79473	4150.0569	371.50448	2480.6208	430.69241	10000	697.35736	10000	235.28253	1768.8997	248.29547	8729.7987	10000	894.05152	8632.1145	3873.4532	728.85823	284.27523	5725.5079	303.66846	643.19589	73.920489	614.22737	1008.7895	374.89861	52.090936	1489.3672	2755.6883	2475.5416	2779.8115	1493.4209	404.06867	324.78575	2141.563	10000	5266.6835	1344.0421	1277.1664	1740.0869	3920.6378	5901.8437	958.47864	2572.7016	3120.3069	5926.3902	776.24028	813.2932	2775.7339	2251.6116	1063.0258	237.29516	2044.5693	1430.8467	1352.9354	907.79102	8136.1888	10000	469.87206	10000	8772.0603	459.85483	2421.4173	2346.2714	1916.0974	1115.9617	593.76773	2123.5368	618.56698	47.213762	1759.3242	1171.7098	53.193488	524.83695	6324.7501
641	r_0523_REV_EXP_1	isozymes	878.84436	10000	462.6054	1495.3079	276.24661	1445.0309	1974.8732	148.10764	145.86167	2697.6387	484.81808	204.9922	94.596777	466.43518	96.520222	373.0728	104.88416	10000	528.2934	404.33811	2938.6231	415.51762	10000	10000	6015.6796	219.27318	534.03843	188.88975	885.88074	2795.3438	9696.5385	322.99145	2110.5721	1176.7338	1970.1896	1815.6944	375.32346	1871.198	654.13111	2429.6503	793.64927	59.104648	1849.1897	5686.7422	791.9115	1767.0232	3711.5194	30.003331	4728.3404	522.37024	2454.6534	380.37193	235.71044	8524.7711	110.79744	259.81822	556.04519	155.72376	203.56956	486.90272	1197.8656	7546.5145	572.88256	1581.2828	817.1541	319.08996	546.1853	390.03778	111.82555	284.14743	679.10967	268.69833	222.52155	1179.3941	108.43519	41.212905	2136.0493	547.1841	3554.1284	222.90421	86.364741	10000	276.7933	2405.5499	10.608058	10000	439.4663	10000	2235.3696	163.89193	344.18782	36.101428	175.29563	4889.3878	1537.0567	77.21107	80.102562	3290.0256	2225.0712	157.78029	5745.3874	1148.0839	99.257178	532.56683	1075.7315	10.371639	10000	494.89681	43.129444	459.50347	857.47096	10000	1519.6969	2876.0802	391.66485	7026.3708	3995.5308	12.736689	75.678017	139.1112	44.763197	204.77043	21.319111	1580.0163	234.64943	7654.1737	3629.5353	25.976381	718.12589	44.065591	10000	208.75371	54.656586	223.80356	219.31066	16.317356	428.09654	62.401189	179.70566	259.7651	23.625554	10000	3870.8816	196.52551	10000	566.56103	231.39568	825.82019	10000	438.64534	4634.0967	166.69483	369.06605	41.836636	168.09506	693.74162	20.756331	1098.5773	97.061933	131.68002	120.58746	10000	780.11246	764.47738	8023.3973	2209.1065	351.71526	1139.7811	2840.0147	10000	425.76609
642	r_0523_REV_EXP_2	brenda	7602.0796	1923.4934	2231.134	10000	711.96513	843.16998	10000	797.13561	514.75138	4097.3922	500.1378	10000	1666.7827	10000	5739.9489	847.84865	644.36129	523.7884	1264.5704	10000	1560.6824	10000	1050.9175	2332.4079	2873.0781	1075.8521	1439.6829	1043.9199	165.23108	763.88722	1374.8687	127.26418	3508.0057	1188.9666	10000	2347.163	7870.65	639.095	483.06498	10000	10000	10000	2028.1004	1093.9712	4255.6724	170.35784	10000	823.84242	10000	717.0161	889.52184	336.24387	530.7706	1832.0951	8279.1507	1516.1203	383.21913	1262.4297	7997.4488	4082.211	1644.0776	1595.1101	516.29235	2263.7255	2856.9261	480.29234	422.08458	749.41456	2740.3523	492.83009	661.52001	2743.5268	1764.371	3438.9	979.49754	1278.2944	1359.7528	3392.0884	10000	4649.9475	3216.923	227.46548	3165.8179	429.51867	5893.8972	2016.5228	2282.3002	1406.2192	6183.4653	1041.8795	6743.4419	1046.8578	1058.8156	1473.4499	1236.7123	277.47165	633.18789	1288.7302	3915.5714	569.7134	855.46254	3509.2991	1244.207	10000	1683.707	2449.0297	10000	1257.9747	8823.9673	146.11117	10000	1670.8268	1366.7862	10000	5793.3496	252.00638	197.03511	1280.5412	239.11436	653.25235	96.542521	2227.2484	729.94551	92.62161	10000	1274.1135	8385.3293	551.72907	2074.3051	484.47679	1172.9881	5366.1085	1266.8317	873.61546	887.81879	1877.1566	10000	1187.6903	10000	686.54876	1318.3012	3279.8808	878.63655	401.11892	687.18344	1912.3704	6794.7795	2751.7853	262.11168	2116.2401	932.03727	2093.3807	1002.2437	7135.1409	3174.0153	2279.7458	3695.8169	5097.6342	715.44407	1070.453	4302.5868	467.08041	1395.7142	3760.0485	2677.86	337.13389	3465.9939	3787.7468	1252.8466	10000	597.82467
643	r_0524	brenda	0.037442101	0.53038904	0.35967	0.21954655	0.049002374	0.044326701	0.053269384	0.31461277	0.032717652	0.01	0.12806914	0.041323136	0.03864229	0.061224704	0.051155404	0.21352826	0.48248954	0.23115607	0.041312805	0.063602992	0.24497479	0.081583302	0.027920298	0.28716959	0.016272996	0.01	0.017748001	0.015722717	0.10131063	0.026087708	0.012834078	0.010606785	0.027970521	0.108333	0.11500475	0.022783085	0.12834376	0.013437197	0.021967522	0.023609826	0.051115	0.10003942	0.075879604	0.021028664	0.01097286	0.012424562	0.01	0.011759802	0.05254639	0.067220223	0.29809816	0.01	0.023812867	0.099447001	0.048682203	0.69237426	0.033204891	0.15676391	0.42436508	0.5132259	0.14373586	0.24506383	0.21370434	0.42194625	0.13143389	0.021414158	0.046616448	0.025247975	0.26479492	0.04137388	0.29254596	0.23452488	0.12417504	0.0578195	0.023449273	0.28832974	0.098954396	0.14076168	0.010910443	0.16139136	0.25804103	0.012793664	0.1258292	0.05586958	0.033555252	0.021231524	0.016959861	0.038825901	0.013541038	0.085035072	0.10044658	0.13394804	0.11314833	0.057592883	0.18442649	0.13271151	0.15040651	0.017897161	0.02170092	0.3695775	0.21476669	0.076297222	0.11247653	0.099314285	0.025062561	0.040632921	0.39127953	1.1050323	0.28381078	0.020215125	0.14600487	0.23263879	0.062667958	0.0196385	0.027024841	0.061141669	0.010980359	0.037323483	0.33900915	0.4499677	0.30043332	0.061256168	0.060116528	0.28184311	0.039725397	0.5553059	0.14380091	0.15596828	0.061956094	0.076353801	0.34503627	0.052435585	0.059898603	0.45970073	0.075167644	0.090400238	0.12536037	0.1550537	0.027281966	0.056532095	0.046021063	0.19506045	0.08093192	0.24829424	0.069719492	0.084072218	0.076431165	0.090987608	0.17574476	0.047182875	0.083540882	0.1060532	0.031345177	0.28883996	0.12267878	0.045658779	0.019102477	0.025314917	0.12164917	0.33814964	0.18428731	0.01	0.035046317	0.01	0.45498355	0.040692203	0.043690354	0.18255029	0.03473384	0.026083404	0.043177637
644	r_0525	brenda	140.34604	19.933372	106.47999	151.61637	1052.9012	752.68642	228.5809	791.85757	2465.0874	485.22085	2008.4826	46.233574	187.78098	5.7892373	195.2274	95.624419	47.32433	9.610529	457.05933	117.18114	86.674688	2025.5863	369.92202	59.375607	60.47987	156.89689	113.36851	845.89278	218.48506	53.201875	570.69388	260.4989	155.9073	400.86387	152.20508	1447.473	91.978413	49.132601	2911.6297	87.17799	83.979886	475.29666	75.438883	192.16767	116.81686	867.37915	443.85182	32.507523	3030.8311	10000	81.514902	163.2583	168.43366	648.59515	1502.916	2080.8817	534.61251	100.11796	545.01795	374.0036	274.80905	37.498631	1127.38	10.99341	1954.9324	10000	107.95969	10000	765.15249	1158.8302	68.647525	43.402164	459.06703	78.04617	227.10942	1238.5409	247.02222	44.309477	308.65876	514.17719	2385.1036	221.52659	223.8864	190.79732	5.3266058	15.74748	399.14192	32.465268	17.28151	10000	197.7416	826.55204	631.4802	28.193885	270.90095	205.08275	323.61014	230.81413	92.500215	960.16403	65.813249	1757.4342	33.744668	2604.0207	8.1509115	203.61452	244.56932	1153.563	1773.3092	490.08504	5691.7364	166.68725	146.47815	10000	6289.2062	129.59017	17.912776	1768.1917	470.56135	6.2156704	883.06059	3204.6199	293.93191	295.27858	39.162054	29.95152	164.30052	2027.6089	444.85265	712.09648	46.59902	87.820937	110.19257	1086.943	850.86889	71.629775	110.57644	294.94642	69.04274	323.68511	302.68833	25.23378	333.44076	794.38018	76.756754	672.67599	3566.9355	2887.2765	29.621141	368.24836	53.866851	70.041568	8019.1459	1830.6413	2989.8976	403.03348	95.876139	10000	1116.9181	1208.3488	445.01283	128.42377	5684.8954	200.20629	203.13125	5.9694305	750.81693	80.146926	230.41406	10000	4900.5144
645	r_0526	brenda	2398.0147	7652.7533	105.33981	152.67739	46.208667	100.13289	204.64794	2054.9929	15.488088	891.37974	790.16496	181.37414	133.86314	222.79804	745.21797	105.66145	26.940438	4208.6136	104.94902	1127.8433	5615.8056	107.20483	32.801199	2054.9465	10000	5064.472	4478.9775	40.278068	5588.2861	893.58309	1010.7355	2571.4055	106.08805	10000	7391.1983	83.080247	10000	2534.6016	25.388957	359.82269	507.5377	376.85584	808.1207	3814.3026	60.191805	5815.064	483.46648	374.81459	18.299944	10000	628.68271	2884.1283	1831.579	10000	488.04612	3061.7021	48.116362	283.3064	1784.2462	311.64254	821.23326	2824.2256	2250.6652	221.97268	2360.5833	58.378978	796.53209	165.02848	48.693154	26.039101	260.39281	482.42758	109.80978	6014.987	15.614584	6776.3707	1854.872	280.40955	1916.8514	46.601292	43.654695	7.3568319	3301.8994	6016.5683	1093.999	341.80843	48.477352	5076.5539	82.368305	7794.4086	2942.7242	444.566	69.136229	10000	1075.2495	5533.447	547.82176	790.48099	452.15044	38.64383	2273.5604	699.2608	1681.4992	1251.2081	4023.4687	280.79562	1064.5765	355.18614	158.03278	5634.2651	310.71872	2669.4215	8198.1758	68.994696	816.53038	10000	6419.7342	40.836513	5736.0971	5.9204058	152.42177	792.33787	1020.9806	1270.3881	294.39728	10000	537.93676	67.279354	532.97966	1020.9191	3000.3022	1587.9932	770.06633	10000	67.117235	3340.5355	8361.7724	84.877475	563.5726	58.998001	1139.0382	10000	10000	10000	853.69259	13.769333	73.322732	429.68201	2247.458	317.06144	576.34859	332.94754	235.89288	286.02606	3169.2616	3413.3716	363.75479	95.452869	38.51082	45.670977	161.52279	2308.5205	4644.0345	394.77523	1618.6626	76.11898	5204.3763	371.0834	1239.756	24.950901	108.90923
646	r_0527	brenda	112.91968	206.05762	7.6673354	5.4888467	1.7006298	38.88083	1835.1283	201.05225	2.3218957	3.7337886	22.896788	1076.3253	77.106243	802.43269	37.368437	33.666134	53.01817	263.35558	181.22398	195.5033	3.6107293	6.2550716	7.8019248	133.01906	8.6519294	6.5967549	583.56338	0.49097805	268.35707	8.1998083	21.506693	9.2657544	671.17255	26.430774	6.8865263	29.647103	9.7322966	60.963278	117.82466	7.7382756	946.18799	487.72539	22.73896	32.061279	40.609073	19.802898	21.234507	815.03239	66.41647	487.75125	31.782147	41.676983	311.25875	17.886275	5.8436149	239.41213	12.971437	7.8156376	696.16002	7.6957685	31.615803	101.16387	499.6215	95.182166	167.62686	291.7244	22.576123	133.80849	27.189745	1.1455946	9.5925582	1249.807	4.1623406	3.154807	46.381541	0.93839939	20.931333	414.70338	87.494339	6.345159	32.353848	4.7808283	87.720455	6.4573194	671.88903	10000	101.47517	5.4498019	3.6598678	1179.0885	297.72933	59.049699	3.0202178	19.904955	6.1503037	236.92884	37.67766	84.844521	1325.0876	225.32368	58.452217	79.995359	2221.3661	15.008694	320.82337	29.235188	148.25693	138.13901	25.993575	16.930679	13.603157	30.347496	23.197368	178.33764	11.557815	27.674764	262.39554	1245.78	66.619992	82.915438	1080.0697	33.018929	2064.2141	101.7606	2373.8973	134.05737	289.5521	736.97808	1124.705	1280.0798	154.48224	115.28673	8896.6889	253.15232	4.7722749	3184.2388	407.34486	10.066796	385.48444	27.467576	0.58589875	1417.676	32.328964	132.27848	52.843079	85.588826	1344.0164	91.790019	119.98448	174.1332	7.3925485	241.29462	789.32645	6.5355182	816.72178	24.627672	2.1113325	1822.9107	1008.8099	50.033623	260.79488	159.72969	13.287052	72.493644	125.21865	36.80651	126.16536	66.320398	172.39431	496.89862	138.84267
647	r_0528	brenda	56.617618	6123.094	337.36894	67.280573	83.875557	72.177942	104.15094	993.54031	172.21103	1904.0955	1105.3175	134.77903	453.79914	153.99862	621.89378	1845.0841	10000	10000	1087.7948	283.95615	1749.212	4646.4184	884.91166	5734.4247	2941.577	22.990673	438.75201	44.523327	45.021778	10000	108.1598	394.77277	105.28616	67.386685	343.74536	190.33015	306.8504	10000	10000	187.08515	450.5139	118.66231	10000	169.33534	40.773071	123.59823	310.89799	67.711622	4.106296	276.73786	4087.1219	710.67145	345.01687	219.71207	3438.8078	1821.3488	645.14892	1898.0519	542.72443	532.36784	36.171584	10000	1486.0851	559.69375	106.03576	6085.7702	10000	1104.8234	119.98509	85.856397	853.15529	8334.5392	496.11351	297.25593	356.60863	62.582876	305.39981	594.93357	10000	70.372592	206.03059	2924.7204	57.554142	47.364394	1485.9246	1090.9551	265.87511	493.8091	2397.3865	147.97477	87.230085	1084.8923	266.25984	252.32395	439.91732	301.29165	1315.1083	2929.4628	1020.7855	857.96292	6813.809	66.693608	2759.1432	13.254649	88.458107	468.56376	32.496884	9.1305576	89.98111	117.87258	13.023351	10000	158.13328	34.02451	148.85339	237.41771	10000	1667.2621	1054.361	3310.0187	7422.2511	395.56246	1226.7987	3062.5539	127.3184	6439.1332	5079.0429	1207.1595	9962.7857	978.91161	5804.289	161.14718	601.38542	18.07215	257.45954	2826.5792	189.45161	1848.9975	510.4907	346.33163	110.53332	3041.7971	170.50664	78.242107	2491.3376	288.99333	108.60052	49.833344	2528.2648	6040.0308	10000	10000	512.5767	88.010579	267.51659	118.21354	71.476199	59.58242	6301.8502	103.89833	97.04121	2935.3504	417.48678	1108.7401	567.30761	860.45351	110.31158	640.11707	68.984714	41.672455	1455.6502
648	r_0529	brenda	361.51374	4877.4195	1193.0015	4042.7286	75.131941	10000	1948.2217	227.42597	1465.7677	9.4445041	856.08027	265.9083	59.227959	157.81248	2152.167	70.515318	225.16368	1996.1535	449.22318	131.60247	2995.4008	1334.3842	6.6757632	10000	9077.0643	42.91936	716.72186	243.91351	10000	1589.7856	1158.4285	180.75025	205.30841	1373.3485	28.129591	12.952066	6.2689588	29.370648	5.0954462	55.406458	410.87352	77.064441	2294.1273	727.50995	43.622109	142.72363	10.813271	155.11362	233.1881	597.86778	639.35353	514.3295	689.01267	4316.3743	2256.8591	44.709704	32.98884	318.16086	492.41666	1932.5095	265.90178	10000	22.221645	88.98662	2269.2924	12.701497	570.30284	2.7280725	9264.4182	92.397825	19.701963	89.052989	10000	66.95314	56.316876	1647.2392	2036.6971	862.5985	35.812594	1222.497	5124.1665	5.1566281	71.911282	7922.6032	1.5115158	4390.4949	158.08396	9580.6314	15.637182	2262.5407	28.49122	1303.4987	795.87139	4465.4748	1867.4665	1680.4623	1015.7668	14.424614	1503.6826	803.82601	5438.6439	1414.4119	95.579828	713.10333	260.15705	2968.7062	1457.0657	10000	5331.8716	256.79141	210.15837	9084.6064	425.38691	244.95327	480.90763	9437.9015	132.98278	5586.2048	1985.8988	24.089371	713.01249	1108.1695	721.18092	10000	988.46905	5899.4566	440.11274	2032.8471	39.050823	277.78347	10000	59.941018	649.34625	611.86662	273.31015	316.47915	244.70461	223.16356	274.15669	126.23378	964.05966	975.08433	4697.7163	144.85721	445.10139	12.795102	454.58135	848.62588	5378.1444	73.284175	3025.5792	359.59398	5173.8562	10000	3918.8414	286.0512	1334.7499	202.82571	8729.1069	1912.4845	1610.7926	40.264687	10000	6.9779115	3589.2585	1.8532371	4621.5452	943.29563	205.75666	265.14385	186.57819
649	r_0529_REV	brenda	2830.4465	365.61497	9711.8468	4373.1391	407.6174	295.32472	167.8029	80.933831	112.20472	3.5246697	59.833837	107.49546	110.50221	33.018627	2691.4784	266.7778	319.65322	167.85411	96.190025	566.55205	876.76093	935.02242	927.33812	289.9926	146.39651	3017.5662	206.86063	357.58858	3721.2233	452.43872	225.22095	1297.2886	67.101372	891.96423	63.075571	15.527979	324.2024	493.45003	53.411341	4.0763674	718.07422	156.61629	671.50317	125.60815	174.82114	1248.758	3.010576	409.08724	1147.089	817.38782	329.38145	1154.623	176.62472	1957.062	1373.7543	299.31401	200.54331	1523.8434	1042.3137	10000	1082.5255	297.17859	284.52772	276.90408	291.50383	242.7187	483.87391	22.911064	141.82694	181.19179	281.16436	640.41251	95.417702	162.93534	256.92258	3103.3728	199.12726	372.70892	904.4279	1317.3665	203.4974	1122.4521	553.7797	94.339868	5973.5738	459.85837	179.64684	265.47649	3.5734941	1680.2171	767.29993	158.37032	487.46509	328.64097	165.085	173.14644	141.97832	460.56745	280.40461	473.25469	309.33593	258.21782	473.73203	67.811079	346.62991	103.44367	574.14225	175.07833	585.57809	675.30804	45.893706	639.91925	348.37537	3113.8877	29.605444	119.04523	390.28965	434.62135	177.80791	245.29097	459.68749	242.33639	586.18529	158.09077	941.10655	310.37631	719.35365	503.54935	14.243125	825.72118	502.63806	783.49553	533.86269	130.25762	268.17392	368.40939	194.47144	677.1492	279.25448	128.88651	515.87872	129.57533	1596.5456	106.81713	1112.9425	182.22291	2453.4411	673.79021	124.65166	38.638994	399.30561	385.36579	431.20806	2783.6977	676.40598	3869.934	357.07112	967.34677	128.20026	73.153664	233.63823	1020.2393	1663.6106	892.74059	119.24199	52.237441	2104.2161	469.73966	267.71261	6236.918	173.95294
650	r_0530_EXP_1	OpenKineticsPredictor	1.6628828	148.99615	27.833331	13.402961	0.66578674	2.2680866	1.991939	1.5198722	2.331003	4.3160546	4.0465671	1.1560986	0.57386335	1.7101923	15.391006	0.3188571	0.22835868	7.7725301	0.17560792	0.38161589	16.654704	4.1828611	4.3078358	6.4266719	6.919777	0.068856815	5.1572625	2.6866262	106.84633	80.257373	1.3431855	0.32796071	0.043695556	5.4600423	5.3789999	0.38432472	16.662314	1.4018887	0.54766676	1.3714945	1.798434	2.997696	227.17084	7.5605949	0.2001343	0.29029704	2.1906886	7.7312873	0.033347376	18.210926	46.327013	1.3417403	2.5268291	7.7472467	2.9100297	1.717023	0.51182762	0.39133963	3.5855833	1.6859638	0.80601282	119.81525	0.68442717	0.027187098	4.8786977	0.75186684	64.414546	0.48014723	30.880149	4.1641873	0.071824015	55.773571	20.449316	3.3398722	0.024033962	0.48815612	0.70076078	1.0792044	3.5590263	18.01832	164.36455	12.510708	4.3454801	0.78924648	26.333968	0.97454968	0.12154263	20.878715	7.2690316	14.600229	5.2825657	1.5732163	2.8710209	113.33583	5.2615042	14.733422	1.7517423	7.3057087	0.68344106	4.3390779	60.529896	4.5735359	0.68385571	10.552688	2.3446882	8.0351583	11.735451	13.140612	1.2210002	0.6999336	1.052144	16.722536	0.77761781	0.29207368	1.1443953	0.56408922	0.19115968	0.93416499	9.8495274	0.18182297	4.8751658	2.2497978	83.907061	244.47841	2.835492	24.957041	3.0641463	3.4793832	9.6651994	75.648063	15.954063	1.1105993	2.687715	1.0582992	2.6137887	0.49820138	5.6134562	1.1538421	1.1784648	0.68776121	1.6604227	13.757627	2.2373166	0.50441344	7.9989574	0.58645068	2.8139613	60.497413	5.3110714	0.71999216	58.224208	56.862079	19.108519	1.3731851	1.6664022	0.90757294	0.76854465	0.73372945	2.2814889	40.20456	269.65379	1.363543	19.295456	8.9448247	12.659998	0.40731397	0.65585321	1.7733088	3.7388546	0.58457794	3.3609495
651	r_0530_EXP_2	brenda	24.136372	1685.9715	58.08667	32.56452	108.07975	35.075277	13.311761	763.91548	317.85069	235.88108	1043.8908	5.8061137	23.618912	2.2122188	85.277823	52.613433	48.246002	85.407237	1.1317258	36.86338	2251.24	232.29672	1.2397669	144.01114	24.432667	39.406012	18.636887	371.82303	61.194994	154.18928	109.88071	1985.1323	2.0800761	220.83029	49.485834	36.412778	21.265976	0.56891705	5.9623176	31.808105	16.396123	39.84134	181.94867	195.2653	2.6767871	5086.1744	78.700123	787.07102	207.09858	52.130483	27.18045	177.31791	40.02802	113.41162	41.680026	209.74757	64.323625	37.667798	9.5864844	176.96769	61.089538	459.00401	167.23214	25.058298	85.51301	6.0972197	471.24484	14.297224	38.177677	304.10815	51.326172	0.18307438	44.982163	15.127201	1.0597772	197.83757	10.547652	91.941544	21.675195	13.81469	43.09713	0.52154945	50.090974	33.575267	578.79743	5.7589897	4.7637192	6.4515336	34.229802	59.944551	128.7562	973.63467	5.1336569	42.724222	2135.5644	651.33435	227.50938	31.952328	15.707242	31.903835	82.248151	188.58819	56.289229	49.820052	119.39522	1182.5577	13.48408	4.8014213	132.98164	2210.5427	105.82005	306.8568	37.849709	49.131639	0.79032355	285.4159	10.178214	481.6104	1272.8486	160.49925	97.520767	135.85585	16.375222	92.189157	2.0794016	10000	3.1171857	126.69095	11.473426	4.1095638	186.06711	55.387104	47.726386	3248.2638	47.889729	52.116568	1.5197295	20.663283	10.098453	25.591067	8.0068308	489.65298	1192.8804	903.34123	6.0584019	21.891626	152.14194	37.556046	90.287401	9.6230813	62.260564	0.13644891	186.06491	73.254715	65.012464	32.647304	12.480981	47.054839	216.52835	87.77479	66.501258	32.477144	109.13929	29.809237	344.09562	22.115622	37.864765	24.091024	3.9421262	113.18012	100.68439
652	r_0531	OpenKineticsPredictor	0.32825686	1.4727131	26.048198	10.811334	66.019375	7.5780231	88.454158	1310.2923	56.515927	51.191052	273.72784	19.70276	3.8973977	8.5905477	2.6459286	433.88529	217.85919	439.86507	4.5307389	0.18351198	19.908326	5.9716346	97.05046	254.94915	14.494748	0.50325965	0.35992092	78.362643	53.787109	2.7626328	10.267308	8.1877442	28.610756	1.6616276	0.55543383	0.15054113	0.2310338	0.62588292	2600.9305	0.61083168	8.1037491	0.13806085	0.93783485	11.742965	35.923086	16.732365	16.63381	0.53127219	148.34693	38.149816	3.9189213	6.4269633	0.68113598	3.4890613	4.5553689	3535.4375	8.6842829	493.48502	0.80437279	340.27999	0.27308576	12.176573	6972.6115	4921.792	66.268568	308.0155	0.27837795	3246.5957	0.079744623	43.262178	162.66676	27.111118	0.06778092	0.6837379	3.011141	26.497923	0.29443238	0.35985663	13.935018	27.131449	0.27511097	319.10906	0.27460686	0.027665845	0.75614993	14.433492	11.773291	26.98176	8.5784038	233.75841	1.2889977	1127.1906	27.550243	77.217463	1824.4545	340.69745	838.9596	19.994066	4.5962528	0.25515823	2.109573	11.722565	1.011841	0.6440927	1.1523569	2064.9991	4.9393008	20.769682	0.49776134	32.771501	2.0728044	49.21013	0.55392167	2431.9685	20.873173	0.025911119	5.2718119	91.230072	583.0445	189.35817	72.96966	7.1096909	143.5098	6.6686671	0.72199829	0.15587087	1.2064038	8.2566496	10.545844	199.35814	59.393295	0.80135682	0.014999854	273.78906	29.519883	0.19496739	9.5267038	36.437751	22.574644	9.0726736	75.921257	2772.5455	2.8160208	100.82532	3.1380475	1.8193986	10000	239.94719	1950.7712	98.463076	9.6427973	10.528944	61.249856	1.0186563	0.49935739	0.093329282	11.084899	2264.6642	115.0478	0.046490831	1.1218527	2.0540805	7.0644278	202.47343	321.85115	0.42654155	0.65405943	1.3914317	50.760732	2174.4378	178.21885
653	r_0532	OpenKineticsPredictor	0.66194422	3.0341975	62.965031	6.4940502	0.80812512	11.507143	327.14799	696.82306	1.3205725	1.3287163	10000	305.79269	129.84419	368.72222	4.9283327	18.1263	101.20648	18.133057	1.3054645	2.9377863	7.1052686	9.0480847	1.4981202	9.0749651	0.2858563	0.48270186	0.96203239	6.1763887	0.10990226	0.026419587	15.205748	12.761138	30.525627	4.9079792	2.7614196	17.353392	1.772157	9.0075586	497.68407	3.2893901	265.21302	0.56487096	0.015144557	2.6364439	0.49260523	1.8450387	1.8783206	1.3242466	659.82552	722.00862	19.687349	3.248995	1.9977906	32.636888	8.5095726	1006.4137	3.3251686	33.545952	5.3760352	97.065686	4.4939474	2.0759535	1002.7502	28.124144	553.07315	291.48637	0.064694179	320.45871	126.1866	1.1043714	5.7443374	166.88536	58.268583	2.5883519	2.4013597	4.4586295	6.5530842	85.938215	5.2387422	28.243131	776.19162	1.6020192	0.077173921	12.56735	1.3330492	156.34996	5.045041	0.75563264	0.60005201	120.28901	1.0764591	445.0456	46.345547	1.0797325	10000	74.760194	204.53899	29.315647	117.9057	2.2377041	1.1165604	178.72877	4.552597	481.11481	2.4916553	108.72436	0.57177039	717.48933	137.52242	17.174057	895.74835	5.599001	7.4079608	37.120662	26.9618	10.646512	4.1117011	9.7947519	83.265986	296.73575	8.9721131	113.85551	0.31851882	2.6459794	28.815814	1.2919394	2.9457105	6.610882	61.978495	0.17464586	23.439915	1.1354196	24.048757	8.2783741	13.954898	7.6481563	2.5052828	9.9796987	173.52082	47.43557	6.9311614	8.3294459	9.4183365	33.324504	7.4302316	5.1648603	20.250797	544.55716	16.233457	218.06326	0.34764995	124.47584	85.733093	17.413935	3.1741997	1.7245686	1.2175974	7.8517401	3.3570089	488.00492	10.797387	17.812234	143.33688	363.91846	8.9795742	0.69188593	4.7877435	352.80435	11.851395	94.061292	49.343388
