param_index	reaction_id	source	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171
4281	r_4275_EXP_2	brenda	0.64282798	0.14475328	0.31265222	0.47511751	0.92592528	0.40908336	2.203194	3.6194445	0.93178682	6.8655477	2.9212116	0.99994045	1.3724246	1.7023163	4.3962204	31.77511	92.513116	0.14262113	1.127307	0.41209379	3.8780689	1.5995777	4.4638087	0.21022066	14.317942	1.0167957	0.16651789	0.44293899	0.65486995	0.37955797	0.21809051	0.38552848	10.349425	0.64253421	0.34723841	2.0566147	1.0799841	1.8065427	67.066306	11.135512	0.73969151	0.075669385	0.56669262	0.097600472	2.890173	0.47749125	7.927499	0.43118212	1.5505378	12.601188	0.59234228	0.52996225	0.27297545	0.27954389	2.6976409	3.1684759	0.73628444	127.94937	3.9782216	0.12183311	1.764403	0.24316102	8.5427015	11.802619	3.1212479	22.132277	0.77000823	18.87373	0.90857134	1.0029617	27.369389	0.17714164	4.1044385	0.51382362	8.4299911	1.3021789	0.52093243	0.45244885	5.6951747	0.30124914	1.5914003	0.93591453	0.093261699	0.54944632	0.38965119	0.39401854	14.264219	10.228345	8.2683553	24.448898	0.26401611	2.7969669	0.57730968	25.629049	3.2487388	0.066373579	6.5295388	3.1940227	0.71361133	3.1673059	0.57351566	0.51803543	0.59334528	0.4638304	1.2153769	1.0287202	0.62201265	0.18772952	0.12604701	0.33522868	1.9252762	0.8660931	0.67789822	6.0937522	10.466497	0.54345415	4.3750006	2.4304122	0.14869961	239.84105	3.4076645	0.44693645	2.3660157	0.10870286	1.9728565	0.060812017	2.4227738	3.6581522	5.5621894	3.1562201	0.92461224	0.4290245	0.36943581	1.8092309	0.8601206	0.42100969	5.6357423	52.288354	0.6672667	1.1225432	2.4908777	0.029880963	0.22277963	0.54745618	0.14965539	1.7800371	2.9680049	1.7319323	0.055788913	17.632807	0.50954349	0.36229789	12.975821	0.073738159	2.8465669	1.0906637	1.9253348	3.7892355	5.961348	2.0527377	135.10447	2.9904754	3.7018402	3.3068665	0.32508544	0.91698045	1.356794	0.16426961	12.197875	2.9886179	36.129952
4282	r_4275_EXP_3	brenda	22.125498	4.1741778	0.013250886	0.035533261	19.428135	0.46287271	18.82897	11.182204	14.014955	0.46305722	50.154677	2.3053702	52.603686	3.0365964	3.6613232	0.9504319	0.1705906	19.611011	5.6659879	1.0448695	8.0376716	0.13356883	7.6107644	41.676469	0.029463971	0.48115864	0.073570884	8.7772265	0.038438724	6.3567474	0.021814045	0.14936318	0.60132487	1.1134814	1.9514267	4.6051	1.5963426	0.86664096	0.75212644	1.9656473	17.657718	0.080485311	11.164502	0.052640555	0.22736468	0.035587377	0.44648351	0.016169251	1372.4218	0.27421205	7.5255085	0.41201495	0.64054816	0.57730358	1.1004984	6.5472271	4.4703244	3.383839	0.01	0.01	0.16593222	6.7710084	2.2169913	6.0601294	0.054111387	1.0485952	1.1428311	0.28015086	2.1441417	5.1885603	0.78648592	334.86617	2.495429	0.27296923	0.44459389	19.841639	8.7300095	79.306205	0.32616894	0.86143394	1.6037825	4.2661495	0.17460313	0.30251823	0.035008951	25.873874	0.58222949	0.35650589	4.4973993	0.29833375	0.06280014	20.780853	0.68555608	1.0750022	527.28101	1.5508832	26.458908	0.12817983	63.181856	5.1148113	29.667572	0.1276433	0.0109068	0.31828294	0.18108123	112.01608	0.061312277	0.21584099	2.2700975	0.1721462	0.13877457	5.2770663	1.0194021	33.174909	0.02683694	0.53295959	1.8521932	2.7274609	3.919571	0.37298976	3.4942395	0.1317474	0.70025966	160.84229	14.535834	53.523616	0.057646955	3.3448097	0.6796938	1.2919245	34.33462	0.12265895	0.056534334	9.2384192	3.3087977	0.025874701	2.8294393	0.60952464	1.8155396	5.5885877	2.5619767	25.306002	0.34500037	6.2628219	1.755326	24.445919	7.9630318	0.034214692	0.79865471	0.22332315	12.515595	21.95958	6.547596	1.4705064	5.6396715	8.4687322	0.42615309	48.164747	0.72382966	12.616832	0.13894613	1.3850348	1.7315685	0.1319045	10.204562	0.91483251	2.341639	216.64756	13.739216	101.3709	2.8895442
4283	r_4275_EXP_4	brenda	1.0493846	0.86871038	14.808265	11.973547	5.4626471	0.13690359	4.4086149	1.9163829	1.3076477	0.035788422	6.9001861	32.103446	2.6867006	5.8761853	1.4030346	46.291217	23.483586	0.79100108	524.96388	1.4072674	2.3379637	6.2798991	0.97821308	0.90938657	0.074387929	49.873332	3.9838248	11.87228	0.029747725	7.7204038	0.097057949	18.586114	297.87217	2.362715	1.6881669	0.99231713	11.195122	0.01	1.3663368	0.16128176	4.4291945	2.8034297	4.8285315	0.5783233	41.209992	21.903342	0.046506005	0.12670618	5.0440322	0.61020866	2.6302836	9.1135718	1.2874456	10.582886	2.258435	19.005316	6.2390536	58.966905	3.3108797	16.275972	2.8830971	0.7212641	23.982765	27.779885	0.93991659	6.7183778	0.45593761	1.2727969	1.293152	6.848561	25.992683	0.91324626	0.59121115	2.9471793	488.41701	8.1713323	4.0731784	1.7862844	0.14548723	7.2474035	1.4149322	2.7072571	1.5614226	16.533212	12.789314	6.5952969	270.63987	0.1481138	0.52498476	0.37698475	3.2104721	5.0305071	2.4079236	0.24586028	1.3936775	0.44252576	28.462341	0.11621535	18.173003	0.2630395	2.1033973	0.75052783	1.9269887	0.19521042	9.8637898	7.5853376	8.5884454	18.558517	1.3728109	15.62469	0.37774309	5.5358114	5.6841767	4.5817674	14.384757	35.061105	0.01	150.92663	1.5181457	74.843311	40.626747	0.53443389	92.334575	1.9591309	1.1710713	4.9852175	2.3619689	128.00155	20.933807	42.796932	0.50480839	2.0093861	1.4871893	2.4416449	3.1100868	1.9548557	0.46792762	5.8181228	30.334861	2.5045526	6.1128438	0.71511263	162.8917	0.91058641	0.2106991	3.4466742	0.44529728	0.46509132	1.4173265	79.049133	0.9063688	0.24024309	12.621416	0.98229005	3.5131204	3.5557278	11.704229	7.0049403	36.968501	0.15492234	1.1630295	0.057369694	0.036953543	0.34516606	1.4274171	0.46505498	9.0696759	5.0958842	0.989196	3.3256315	11.343247
4284	r_4275_EXP_5	brenda	0.60839675	0.22148386	0.082707803	0.78367626	0.46105792	0.58499143	1.4547863	0.24889057	1.0568276	26.39508	0.097143768	0.21308598	2.5494972	0.33417428	29.40922	0.29904622	0.16407124	0.31242295	2.5266877	2.2681357	0.50486191	1.6638817	1.317167	0.15995224	0.34377821	4.8808928	4.6088986	2.7317788	7.1928513	0.098365321	2.3808431	4.2488303	3.7972132	1.1039346	5.5277101	6.78228	4.0946123	13.904924	2.0851522	23.848545	0.70557113	9.4938559	0.05830027	2.4094843	5.3117852	8.3669962	19.364846	7.0893909	4.8085562	0.41314499	0.24049909	2.5812799	5.0676832	0.48571939	3.6561961	0.32719414	0.49793912	0.34222837	19.352145	0.05491075	1.2530781	0.2633365	0.16299962	0.41826902	0.50251228	3.0729269	0.046664525	0.78124596	0.12945405	1.3743424	0.093437783	3.0787342	0.050849667	1.5080768	3.6285959	0.17942227	1.0842503	0.14802331	12.022771	0.70265505	0.13002453	3.1973128	3.3594747	2.2993388	1.2649116	0.65783442	3.0214542	0.47435931	24.134812	0.58390122	5.3078262	0.34462815	0.68622048	0.52298558	0.10351055	0.31505676	0.079181703	10.296029	0.63799056	0.058799637	0.30723013	0.57937046	33.671882	0.44859	19.401952	0.42439921	0.85817147	0.27410359	0.86158832	6.5684859	0.3813123	0.82499722	1.6698083	0.67242594	0.27384143	3.1097364	2.57946	0.31703298	0.28941145	0.17299908	0.19545122	1.5502562	4.7862596	3.6402785	0.92040751	0.46802468	0.66818236	0.48008594	5.3345856	5.1557389	0.27006396	5.0118146	18.05823	0.61683471	0.55667126	12.853869	0.58036204	1.2646111	0.65236678	0.55275142	0.26461937	0.76297526	0.42453178	0.89525599	0.84510577	0.43840218	0.058886701	0.50488052	1.2280477	2.3723429	0.28882621	1.8531167	2.3603198	1.3525305	2.3757428	0.63460208	0.077244583	0.19259143	0.049149922	0.13327277	0.30802617	6.61412	0.53891194	6.9151602	0.3455	0.15334112	1.3348373	0.058258831	0.44242712	0.46676118	1.2885705
4285	r_4275_EXP_6	brenda	0.54925941	0.8884777	0.14560307	0.69696242	51.586735	3.6271724	1.8211079	7.2472165	24.946309	5.226709	19.1452	0.27135063	3.5202619	0.1302055	0.18594545	1.0042657	0.58403324	0.084682242	16.534624	0.70168504	0.054127059	0.035964396	0.22304205	0.12081111	0.10004879	9.2622734	0.94876189	14.670168	48.171365	0.027669497	7.4087083	17.561649	10.275894	0.71390106	1.984507	3.9457093	3.1319584	22.606083	5.046689	2.7849398	0.80942269	0.79479709	0.037152431	10.002138	17.103995	12.011982	3.3810027	3.4178638	0.64750358	0.37501903	0.18445399	10.404333	0.33366597	0.44274513	0.13129333	5.4681299	5.0653982	0.51028741	0.38262852	0.43575087	2.4199229	0.17493522	8.3025796	0.25379157	2.0994009	3.4969113	0.01	24.432534	3.3533146	21.876699	5.6223583	4.4936427	0.27469222	2.2863275	3.9535654	2.26476	1.1076909	1.8799013	0.48044596	15.456563	11.045653	0.28101357	0.35214686	0.72734627	35.509747	0.64786045	12.084253	0.02583352	1.632629	0.23581464	0.18770204	18.235281	6.2935912	0.020915499	92.500342	0.14044993	2.9441772	1.4604729	0.87031567	1.0664653	0.15985664	3.9066593	0.50190108	4.4338579	0.10779035	7.2921027	0.6556054	0.22410489	5.3219076	10.493954	6.256344	0.03589782	1.4907468	0.92457629	0.75366947	0.048689216	4.271001	2.6747768	0.17365904	0.5513068	0.4763236	3.3399127	0.24403944	0.087414468	0.25441733	0.66158497	5.6324174	2.2454713	3.0097006	1.769495	0.062464818	0.73762665	0.38642694	1.8009975	5.3939579	0.20529528	3.7746354	17.338487	0.12442351	7.2499234	7.3302095	1.8721064	2.1628651	0.96036234	0.68613717	6.688277	0.43015891	0.92533131	0.66234322	4.2730708	0.087871443	1.5430817	14.594914	4.2283059	8.9782692	1.2146761	16.795812	0.76505706	0.7306263	2.6501736	0.072826368	4.7018439	1.126324	2.0122439	0.029017755	0.14139908	4.002973	2.7019443	7.2025463	3.7347116	8.9389391
4286	r_4275_EXP_7	brenda	0.53234156	36.298905	8.5668348	1.6137854	18.698647	30.464905	7.5977949	6.445221	13.146779	0.01	1.5999411	3.61195	5.517957	18.33003	25.407232	10.012677	23.137578	2.7439243	1.5221229	8.8118875	0.75170092	2.0174353	2.3966108	10.712684	1.7620988	0.96723865	0.72270512	1.5557889	76.491607	2.2129952	10.615569	0.68718349	1.6445573	5.2970809	6.2151274	0.15772723	7.4552325	6.7904828	0.49506485	0.032275802	2.5927309	19.534819	1.0071417	8.3968959	0.45641343	0.70928782	0.011675144	19.63493	0.29409403	2.3921174	0.24618118	1.6495291	3.9827355	9.5077487	1.8297621	34.426921	2.2279361	28.962157	45.961984	3.5758311	1.3979941	2.3979299	6.0411277	2.9868481	3.3140553	0.53632361	3.0849609	0.38200518	0.064097355	2.0417627	0.36500089	0.01	0.12472739	5.5567613	0.048883578	85.871501	61.632412	1.1953147	51.68753	1.8024162	1.3548043	4.1297149	2.1709052	2.2965737	85.902709	42.694664	0.28481934	9.0401109	0.01	9.7868354	12.527817	0.92939831	5.9290172	5.7102187	0.40471109	0.026069624	0.51660513	47.317345	7.8048199	0.050815309	0.44361974	34.670927	31.501621	34.004832	5.022264	0.28763067	1.0697659	148.36633	0.13639413	0.65130434	49.838375	0.61005048	4.3092053	5.5838107	4.952538	17.167634	0.16433339	193.40965	0.10555325	40.718476	75.829381	26.750467	241.40682	1.3700563	7.3507383	77.622217	0.42444517	86.485537	165.22538	132.64167	1.7456779	6.6706131	9.8431318	3.2020496	1.8769273	11.820301	0.60609892	46.862484	10.923851	2.8268766	6.9721291	5.1313473	3.4551774	2.2597176	0.41691026	11.570047	0.19819505	82.061543	6.6460673	77.907954	1.0372139	0.021648527	7.3903345	0.29164481	0.7641091	12.77803	36.078741	0.12508486	10000	0.048979483	1.0165149	4.5844068	6.658444	32.841187	3.5576662	8.0420559	2.0433791	0.46660156	0.40399549	9.2454702	1.0629134
4287	r_4275_REV_EXP_1	OpenKineticsPredictor	0.74008442	19.506887	2.0547702	8.614531	7.6529918	50.37273	33.830627	0.012161689	0.53125782	69.706928	0.025069119	95.80176	2.9082101	22.91623	226.05122	0.017793816	0.12636511	32.344556	0.01	12.589051	0.45569122	7.24377	0.069990642	78.13631	99.044547	0.1339591	62.638278	12.431157	27.61132	0.21721233	5.2790877	0.035915526	0.013966514	2.261991	0.54551966	5.1989923	0.090671371	22.030468	0.85515679	6.8312988	39.701475	13.341214	0.076712822	0.81730488	0.01	0.01	74.685106	10.173462	19.678921	3.4411509	42.163387	0.17018448	6.3890748	18.05498	22.8427	0.012715141	50.53613	0.01	8.1905261	3.23124	2.7075696	16.555207	0.18859595	0.09206378	4.0726416	0.8234528	0.14807995	0.25337809	37.619063	2.8663268	0.01	680.10577	1642.3887	1.3055804	0.01	0.13316099	0.13208429	42.990885	48.427377	2.5606389	117.95256	0.25641941	1.6647521	1.6059915	273.22221	14.025519	0.01	5.7062441	0.46167486	4.9232534	65.815053	0.01	3.1934986	4.1888306	0.01	0.25548783	0.040730163	6.9310632	4.5937803	102.52276	18.586928	8.0388573	3.9014224	4.2970121	4.7334442	0.01	99.362572	19.108887	0.05579539	0.01	30.357716	22.78681	0.52104995	3.3029151	48.494588	14.31826	10.174069	0.071102444	0.042008141	0.76097408	0.06571063	3.8109209	1.0408206	279.39423	111.52034	371.36385	0.88680024	0.020478482	0.01	1.6388109	21.921504	12.377266	21.928955	5.5970365	4.69122	4.6861053	35.141665	0.01	20.302993	14.693455	0.046411238	18.520274	4.9350807	1.1540396	28.487611	0.30694571	155.98434	5.1113779	6.7428914	0.01170411	0.52163492	101.06646	0.012191502	0.056913173	4.1405872	0.064036365	0.094359668	16.768978	0.015316498	11.50767	1.1084621	18.567992	22.574498	6.9952854	66.923829	771.57266	1.9439432	158.42553	4.4376556	0.84274687	0.028535213
4288	r_4275_REV_EXP_2	brenda	0.4572235	0.8310479	0.032958559	0.08840452	0.37673836	54.623784	4.8229816	0.63354757	0.46937023	4.6715171	0.267921	10.41142	0.1422265	2.1714743	0.29071018	0.42752107	0.33066434	0.022068	0.12910908	0.016702628	0.11768611	0.29695571	1.5775765	0.13184044	0.088985912	1.4780178	0.012300327	17.242897	1.2761514	0.20760781	16.615951	3.535792	0.17025049	0.059692624	1.6205246	1.1033794	18.327787	0.88981805	0.01	0.71564095	8.1149679	0.01	0.055389505	9.5055785	3.9809016	0.33818106	0.73141602	0.019535154	0.70563956	0.90328126	1.1010224	2.0710457	0.044430588	0.057599585	0.2510946	1.7911401	0.35655047	0.80204798	3.043123	0.038598987	0.17662413	0.9165191	0.18445087	0.57597443	13.223302	0.021292233	0.038315796	0.014985132	0.14731776	0.95696195	0.33188986	0.53515886	0.04152297	0.98151444	0.46336881	0.28838247	0.89635219	4.2762908	25.695355	10.641329	0.068431948	19.293134	0.64089106	1.1099698	0.15593578	0.95356428	0.24113434	0.48865831	1.5485312	3.0414384	0.044275716	0.51830647	1.8445492	0.12508459	0.16585116	1.2065363	0.74963425	10.496114	5.5270904	0.090617497	0.25498282	3.7870841	0.035139958	6.1087778	0.34630217	0.94997175	0.12097862	2.3871258	1.2629401	4.4229035	4.4579172	0.4842663	0.51803036	1.0426514	10.474503	0.79752511	1.0785795	9.3713942	0.48067154	0.061135441	0.33204859	5.5172722	0.56459872	0.60319119	3.4438647	0.18974372	0.22597407	4.1599586	0.35084926	1.4319079	0.34852249	0.098780484	0.018721401	18.758561	1.7898906	0.055133789	8.7590214	0.35616861	6.9067096	0.36671636	2.8881447	0.076567026	0.034794876	16.196263	0.12709672	0.42747055	0.093961733	176.54776	0.024286008	0.92628778	0.3636474	1.0238096	0.10308356	0.4894213	0.3998376	0.16737975	5.1597773	0.45271875	9.5054677	0.15230905	1.8640647	2.9698554	8.06192	10.834205	0.12205437	54.816448	1.2855426	0.3185586	2.6769741	13.664558	0.05421641
4289	r_4275_REV_EXP_3	brenda	0.90733237	9.5768755	0.066875211	0.12384104	0.13541838	0.710308	3.6041176	0.5207722	0.25500102	0.26551401	0.92708261	0.43822911	2.5324693	0.11041002	0.60818405	1.1663818	5.6073319	0.85293785	0.10084705	0.069980361	0.89079791	0.074388466	0.30162645	0.96532661	0.80493806	0.12775238	0.11402399	0.46637716	6.7194552	72.400167	16.498561	0.01	6.3332963	0.31890964	0.039909026	1.5871532	0.03018359	0.7065945	0.38278313	0.78900436	1.3855183	0.057792555	188.22561	18.313861	0.66033566	0.025441866	1.1256021	0.19801942	0.47086826	11.291558	29.682602	0.055279808	0.15414266	0.16420034	0.14472566	0.24848844	0.34551548	0.43612402	0.012951264	0.69079635	0.11655695	3.2183191	0.85960367	0.79054339	14.862025	0.15631256	121.45468	0.84680909	0.59933556	0.37075058	0.1329815	143.38756	0.65107019	0.23343093	0.47321235	2.7106206	0.084280812	2.3753162	0.58237337	4.5531683	0.34948894	0.24638549	0.093673014	0.43866698	0.78943655	0.36438826	0.41644701	0.9207203	1.3379852	19.112784	0.42862429	0.56428467	1.5381206	0.54846002	0.57618436	0.7088168	1.5789442	1.0399478	2.7478436	2.1774304	61.411332	3.1487627	1.5852583	4.8092232	0.52674704	1.8893543	0.41995929	2.2254785	3.4980329	0.01	4.276515	2.205996	0.18796512	0.051112416	16.491203	0.54526256	0.19601641	42.521006	0.18591544	37.854127	48.906216	15.17795	0.32779341	154.32825	2.7087197	7.9041473	52.457228	8.2446035	1.9319561	3.0446168	5.6046917	0.12505511	15.106156	0.84215385	1.1837526	2.095642	16.882029	0.51448607	2.3670735	0.92751154	0.85618205	0.26654273	0.74921082	2.5283674	0.75917812	0.41018909	0.020836504	10.330903	1.3143212	6.9518851	145.18237	304.57281	0.83374434	2.0180275	0.31470144	0.45336026	0.72946917	0.026716791	6.5874802	0.91811377	8.1001133	0.28393704	2.1605076	3.8399654	0.97066609	15.230919	0.19632426	1.7519174	0.88773835	0.03071145	1.1077704
4290	r_4275_REV_EXP_4	brenda	33.324717	0.30346419	29.451405	25.584577	1.2935278	1.8271155	2.082749	0.27118886	0.30440634	10.727008	0.27854184	10.339283	5.1437512	12.492073	19.202048	0.27717908	0.35984837	0.080371858	0.078096872	1.7017646	0.01	16.29441	5.6797512	0.047308504	1.5248871	2.092161	0.69934971	0.280805	0.267808	0.50986682	0.94773387	1.1805538	0.12363904	10.715273	20.890542	4.5789858	6.7100002	2.6416166	0.012324296	1.2496719	5.7599055	0.26955643	0.93502885	2.0840158	0.44615213	0.91870848	4.5014112	0.65075985	1.8402194	1.0657213	1.2217928	2.5733923	0.68857004	39.786256	10.683376	0.22961578	11.888709	0.4713078	2.7851447	51.911131	30.377894	1.3421271	0.27087824	0.94015846	0.23449448	0.040700981	0.59874274	0.01	2.6842839	0.49261357	0.19485499	0.092779255	2.5550482	36.813548	0.67947304	0.65982104	13.901339	5.9303514	0.27002226	3.7066789	2.2323239	3.634371	7.3561428	60.555529	0.91935876	11.237661	0.24997485	4.826042	0.82874564	0.28724096	0.31723767	1.5598209	7.8033972	3.5967863	0.16809077	2.5923078	0.74539371	0.21651685	2.7134191	30.934381	0.67791319	0.53979345	6.5689979	0.65972061	0.57571274	3.5274854	9.443409	0.11056601	0.67695924	0.57609198	1.3719981	0.029909312	16.101554	0.83968404	0.49144716	33.013423	0.48087179	0.51847573	2.2730647	0.57028582	1.727602	0.85814899	2.0817299	0.20454203	10.131932	0.35382689	1.4511122	0.36829953	0.17752396	1.8780273	0.06821751	2.0580418	22.451521	1.5657642	1.2989527	4.5280074	2.870249	0.26479613	11.197344	2.6730958	0.50653176	0.32492884	25.700663	6.6012919	1.6945197	2.938906	1.5105303	13.76857	0.48680173	0.26620046	0.54569389	0.09362228	0.15916343	0.27786416	19.214816	42.87792	0.40020644	0.84591621	2.1541845	6.4162074	3.9996129	1.811638	0.7181257	0.79923921	0.39175501	0.94607651	13.65434	1.1598389	4.4287707	0.68118842	0.23139321
4291	r_4275_REV_EXP_5	brenda	84.901209	78.581158	0.56817386	1.4012507	2.0977122	0.37144697	0.29344555	12.219892	6.4461137	0.35309394	2.8752312	0.26487616	0.67215471	0.095825981	4.0668163	5.887217	21.700887	44.98835	30.214764	17.468981	0.9894768	18.33893	3.2438382	18.183566	0.82685126	12.730964	5.6243086	3.6811363	4.2017762	12.336903	2.8167676	57.668721	99.716051	93.932037	47.628774	6.9061436	92.107751	0.37186189	1.0706707	20.007287	0.42826091	3.0617412	10.227656	6.1348746	23.070434	40.614225	5.039493	38.56702	3.9765505	0.74348684	32.086329	19.648006	10.540169	110.30199	3.9268299	4.8402234	0.26544683	3.8025493	20.81136	1.285253	15.004247	23.615488	25.320037	3.006003	2.1204141	1.2051224	25.517705	2.3667401	0.33108035	0.74113516	2.8175432	97.422192	0.10828189	69.106109	9.7878135	0.36621727	14.457751	0.24674143	13.938458	0.02124497	0.12855773	0.82632082	24.044301	14.051861	100.80915	1.5983208	18.849051	0.77330927	30.181083	0.78394181	46.20704	8.3057813	0.24900847	2.4603343	1.5594875	0.67599921	16.36775	4.3586498	0.13759806	1.7312317	12.475524	2.0765289	11.091727	5.0656168	104.8763	5.8720813	9.6307548	3.655314	2.1235048	46.370565	26.607887	1.37669	15.634265	1.9151116	1.6520192	7.4687083	0.13112073	16.325975	0.7117383	53.413527	8.2946478	3.6200721	0.95664873	6.5546763	1.4107732	40.739796	1.7802833	8.0843146	2.669764	2.2509166	7.7054538	26.824956	45.585409	2.7156926	1.053995	7.5242704	3.2618806	1.7597556	0.39207546	0.64152352	0.58011534	55.873161	33.577502	0.29002708	97.678548	0.44198219	1.1071131	6.5545819	548.96868	1.8792207	6.0370501	144.69881	3.515245	2.8154698	54.621082	345.23363	2.3473241	1.0387394	9.6258738	0.28272184	7.3386435	0.6787483	0.71733104	28.900794	3.0191904	4.5758747	35.251147	0.13676445	0.80937813	0.36766795	4.7825775
4292	r_4275_REV_EXP_6	brenda	0.91220627	0.98940689	0.52561569	0.31205735	2.115904	1.3312038	0.92821807	1.3101143	0.07539557	17.605669	0.65611462	0.36339294	1.1048099	0.48148958	2.1817003	0.059622649	0.043154476	9.2923656	0.20265066	2.0738103	4.9328642	0.93715277	0.31268236	13.399048	0.55400712	0.74997376	1.7165262	0.18935383	18.614015	3.4889413	1.7589138	0.74781094	0.29986109	0.31758289	0.30678983	2.6307913	0.12625641	23.207273	0.6030526	1.7871988	1.8508369	0.10666235	1.7506763	0.75592926	0.2140538	0.54242034	17.663332	0.58373967	0.96013746	0.078890732	11.011064	1.2118426	0.33618881	0.073845092	2.799494	0.63199303	0.15271083	0.15078258	0.55421099	0.93338861	0.86487427	0.67770329	0.57834364	0.29339019	3.3867647	0.056654687	11.083633	0.61331905	104.77995	0.43533743	0.016918318	111.61928	50.354609	0.49430444	0.47935437	0.12257382	0.52856151	2.6708411	4.6793764	1.5017385	145.85882	1.1613182	0.2684478	0.4725926	0.78077292	10.018163	0.58468647	1.2202421	0.69998421	0.033558678	0.530494	0.63173416	1.2376412	7.1905102	2.0925417	102.07284	0.2393852	2.6958979	2.2290593	242.17593	4.4986274	6.8663892	0.50212346	3.4957994	0.44547647	0.51975069	0.033209868	11.071588	17.218651	0.68932516	1.8065871	4.3941391	0.23542679	0.51107506	1.4296918	3.1349192	30.102617	0.10332466	196.28571	0.079707971	0.35788295	11.573714	0.033220324	3.0118014	3.373329	0.24886249	9.8921198	0.13152239	0.071341687	0.16052874	24.169081	0.42898301	0.62307442	28.618362	0.47360096	0.39155668	4.8933001	0.21003712	1.406472	0.58625018	0.34546955	21.812629	0.031157171	61.459875	1.0117429	0.11706041	0.70294508	2.2536366	49.276064	0.1151671	3.1068017	166.48527	0.17946635	90.572244	0.93754726	2.0357043	0.22372953	0.79222532	0.078607798	92.778391	6.7914732	82.25458	0.059271064	1.3984418	3.1504491	0.34743081	1.1040418	2.937043	15.060316	0.48770023	0.099692994
4293	r_4275_REV_EXP_7	brenda	0.13152805	0.26070398	0.1595898	0.14520393	2.985875	3.0591426	3.5510368	26.57912	3.0409392	0.059487282	4.1285511	1.5202571	0.84687325	0.36449153	0.6959699	5.0074774	9.122348	0.20051381	7.3034881	0.13689721	0.093656066	1.9943656	18.762113	0.13926261	4.1535392	5.3986183	0.037954572	2.5522271	0.26879178	0.18960147	0.31027732	4.2316446	0.55294245	0.654255	0.84188971	0.30165218	1.0302084	2.1898355	0.83860579	3.7650275	1.0259997	0.022374749	1.7717243	0.072594507	10.192898	2.9020062	0.24086908	0.11808541	5.3953014	4.9665457	0.76013505	0.90990616	0.049852445	0.41271699	2.2183638	41.657773	1.2253336	2.9524694	0.045907336	0.036782109	0.40125378	0.76062972	119.8854	7.6401425	1.5854233	0.39106611	0.069433174	1.9006301	0.12720642	3.556451	22.99912	0.5341283	1.0768238	0.89129913	2.6125213	1.7666099	0.89430803	1.1616044	4.0044443	6.1742578	0.072247333	123.79012	0.043920455	0.58329531	0.1933737	4.4477135	3.3416838	4.4438077	8.8207699	5.2835102	0.053998428	17.76238	1.4612604	2.148277	1.4942944	16.987231	41.031902	0.70829954	8.2054696	0.47268637	0.62333095	0.95518221	0.075350671	0.38719079	0.069532814	9.281254	0.94583027	1.5339532	0.31378643	7.0945662	0.34291578	0.1974583	0.63975318	0.34844687	0.50503501	0.5627396	1.4621631	8.3787399	7.6758473	56.09896	10.275255	1.4700916	3.2371809	1.4105654	1.6452324	0.30136666	4.771238	4.6909745	11.286605	7.828603	0.21487385	0.078601668	0.01	24.893994	3.0240712	0.038559652	9.804433	2.9611176	1.8947447	0.64622947	1.8358894	0.26413715	0.79785191	9.3049575	0.69567859	0.34587264	0.28150724	2.9866163	0.41642455	1.8579101	0.78922842	0.95873131	1.2070571	0.6364871	1.666531	0.10906778	0.95589204	0.14068087	1.8280134	0.23390997	0.052308227	2.2549858	6.2257909	6.1885571	0.13533323	26.439046	2.8141393	2.3603238	14.882337	1.6067403	0.34449659
