uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C
P12962	YOR276W	1.41078E-06	1.31559E-06	1.37124E-06	1.2337E-06	1.28791E-06	1.54693E-06	1.01716E-06	7.10476E-07	1.23985E-06	1.18166E-06	1.24324E-06	1.47511E-06
Q05515	YDR346C	2.44669E-07	3.26117E-07	3.18408E-07	1.34999E-07	3.19253E-07	1.69275E-07	1.76404E-07	1.95285E-07	1.35672E-07	2.04933E-07	2.15613E-07	3.42527E-07
P02400	YDR382W	1.63788E-06	2.42071E-06	4.32367E-06	1.4323E-06	1.49523E-06	4.0684E-06	2.67511E-06	2.07191E-06	2.28135E-06	3.10774E-06	1.44337E-06	3.6341E-06
P38836	YHR132C	2.92752E-07	3.90205E-07	2.84546E-07	3.65917E-07	5.11455E-07	4.5882E-07	3.0169E-07	5.7232E-07	3.67741E-07	2.45207E-07	3.68746E-07	3.061E-07
P35197	YDL226C	9.87867E-07	5.37579E-07	5.24872E-07	5.04116E-07	9.01826E-07	4.42242E-07	7.12242E-07	7.88474E-07	6.78332E-07	3.37817E-07	3.55422E-07	1.86158E-07
Q08968	YPL222W	8.7046E-08	2.46204E-07	2.84546E-07	2.95495E-07	3.81993E-07	3.70519E-07	3.28131E-08	6.94767E-08	1.21244E-07	3.5048E-07	2.9778E-07	3.061E-07
P32803	YGL200C	6.142E-07	1.73722E-06	6.61958E-07	1.21672E-06	1.27018E-06	6.73475E-07	7.0184E-07	4.90229E-07	8.55499E-07	5.14449E-07	8.57838E-07	7.12101E-07
P50107	YML004C	6.51817E-07	6.07838E-07	7.59567E-07	4.33492E-08	1.37258E-07	1.64863E-07	6.29226E-07	8.91525E-07	7.66987E-07	1.15854E-06	9.84329E-07	6.38425E-07
Q08818	YOR354C	1.36684E-07	1.82185E-07	1.77878E-07	1.70844E-07	2.38796E-07	9.45651E-08	1.88595E-07	3.59689E-08	7.57933E-08	1.63638E-07	3.6534E-07	1.91353E-07
Q12207	YPR149W	1.25743E-06	1.17259E-06	8.55076E-07	6.93801E-07	1.14791E-06	1.37878E-06	9.06592E-07	6.33247E-07	1.57952E-06	1.05321E-06	1.58384E-06	9.19847E-07
P38996	YPL190C	1.07934E-07	1.43864E-07	7.33977E-08	1.34909E-07	6.21704E-08	2.26493E-07	4.9101E-08	1.23135E-07	9.48573E-08	1.29218E-07	9.51166E-08	4.98188E-08
Q03532	YMR290C	1.428E-07	6.95839E-08	2.19979E-07	1.97915E-07	2.95314E-07	8.18198E-08	3.99676E-07	1.13977E-07	6.5578E-08	3.62781E-07	4.88512E-07	3.16843E-07
Q03028	YPL134C	4.94289E-07	6.58832E-07	4.80434E-07	4.32247E-07	6.44966E-07	5.41991E-07	2.24859E-07	3.94521E-07	1.43222E-07	2.61225E-07	6.22599E-07	6.91985E-07
P38260	YBR101C	7.86098E-07	9.815E-07	7.15731E-07	6.87429E-07	9.60844E-07	8.61962E-07	5.66769E-07	2.76972E-07	9.24994E-07	1.51878E-07	4.84665E-07	2.53851E-07
P23724	YBL041W	7.39635E-07	9.8585E-07	1.23194E-06	4.08103E-07	4.26032E-07	8.81587E-08	7.62216E-07	5.90346E-07	1.24397E-06	8.85486E-07	1.59648E-06	1.32526E-06
P38755	YHR001W	9.4057E-08	3.80248E-07	6.39608E-08	3.56579E-07	1.64323E-07	1.97372E-07	3.93628E-07	2.277E-07	1.58192E-07	5.8527E-07	6.15771E-07	2.98289E-07
Q02201	YKR003W	2.9819E-08	0	2.02705E-08	7.90423E-08	2.71891E-08	3.26917E-08	6.51685E-08	2.37905E-08	2.61776E-08	7.57079E-08	2.62585E-08	0
P39968	YEL013W	1.82333E-07	1.07282E-07	1.77222E-07	2.27901E-07	1.66452E-07	1.26147E-07	1.3146E-07	9.18236E-08	2.29038E-07	9.63603E-08	1.6068E-07	1.90647E-07
Q06489	YPR118W	4.49831E-07	7.18835E-07	5.2419E-07	3.93369E-07	1.81277E-07	1.13775E-07	4.3424E-07	1.58492E-07	5.29311E-07	3.76774E-07	5.30758E-07	4.40588E-07
P14922	YBR112C	1.53354E-07	7.47264E-08	1.3347E-07	2.12542E-07	1.79179E-07	2.15216E-07	8.25797E-08	1.22401E-07	7.04243E-08	4.23495E-08	7.6874E-09	3.69804E-08
P32335	YLR203C	9.44025E-08	2.67011E-07	6.41959E-08	3.57889E-07	3.73613E-07	7.69001E-07	3.95074E-07	3.26653E-07	4.8157E-07	1.51321E-07	4.82887E-07	5.13037E-07
P05749	YLR061W	4.26485E-06	6.85174E-07	1.51545E-06	1.94882E-06	1.28365E-06	2.44361E-06	3.07491E-06	2.54239E-06	1.95854E-06	2.66799E-06	1.23913E-06	1.63025E-06
P56628	YFL034C-A	0	2.22945E-07	1.62576E-07	0	0	2.62148E-07	1.00053E-06	0	6.37276E-07	6.07364E-07	2.10684E-07	0
P53295	YGR173W	7.18833E-07	8.57941E-07	4.88821E-07	3.56857E-08	2.16357E-07	1.35792E-07	5.18272E-07	4.28515E-07	2.08284E-07	7.70598E-07	6.33468E-07	8.33412E-07
P15274	YML035C	1.06233E-07	3.26512E-08	1.3825E-07	2.27541E-07	1.38617E-07	3.53307E-07	2.5247E-08	2.79579E-08	9.33619E-08	5.61427E-08	1.3381E-07	2.35708E-07
P47096	YJR025C	2.96921E-06	2.1634E-06	3.01911E-06	1.51521E-06	2.11787E-06	1.89992E-06	8.74019E-07	3.54362E-06	1.06537E-06	6.40657E-07	1.16125E-07	9.63964E-08
P32458	YJR076C	1.95517E-07	4.13026E-07	5.16126E-07	3.87317E-07	4.04334E-07	4.85654E-07	4.27559E-07	6.05792E-07	2.7233E-07	1.63764E-07	1.72299E-07	3.24002E-07
P27472	YLR258W	4.37417E-08	1.34327E-08	1.28953E-07	2.22031E-07	1.21117E-07	3.5632E-07	3.15183E-08	1.05894E-07	2.23138E-07	0	0	0
P23337	YFR015C	1.43228E-08	1.33518E-08	8.96084E-08	1.25426E-08	3.96508E-08	1.56985E-08	0	3.46742E-08	1.25831E-08	0	0	0
P40506	YIL083C	2.40125E-07	3.54894E-07	2.58796E-07	2.09985E-07	2.19211E-07	1.37583E-07	1.73128E-07	1.00148E-07	3.34462E-07	4.55617E-07	8.21452E-07	8.44405E-07
P38810	YHR098C	5.38227E-08	2.62181E-08	8.29118E-08	7.45961E-08	7.78734E-08	9.35354E-08	2.02705E-08	6.80853E-08	4.73014E-08	7.14491E-08	7.51727E-08	3.93676E-08
Q04697	YML048W	6.21536E-07	9.98537E-08	2.20854E-07	1.79199E-07	2.96488E-07	3.56118E-07	1.47745E-07	8.54653E-08	1.80092E-07	2.95763E-08	5.47724E-07	2.37583E-07
P39729	YAL036C	3.73989E-07	4.98485E-07	4.86702E-07	3.27047E-07	3.41416E-07	4.10081E-07	3.85407E-07	4.26658E-07	2.07382E-07	9.50109E-07	6.30722E-07	5.23569E-07
P47085	YJR008W	6.1517E-07	4.01352E-07	4.18328E-07	5.37955E-07	5.6159E-07	1.43139E-06	9.41185E-07	8.414E-07	9.26455E-07	3.92057E-08	2.3931E-07	1.98654E-07
P42940	YGR207C	6.51018E-07	8.67733E-07	6.3277E-07	3.59207E-07	3.74989E-07	2.35354E-07	4.69377E-07	7.427E-07	8.17777E-07	1.04354E-06	5.73706E-07	4.7624E-07
P22943	YFL014W	5.04096E-06	1.54986E-06	2.56025E-06	3.2924E-06	2.40467E-06	2.88829E-06	2.71451E-06	3.00504E-06	2.31495E-06	0	0	0
P22133	YOL126C	6.91561E-07	4.81661E-07	8.99985E-07	4.51679E-07	6.31328E-07	5.66357E-07	1.64391E-07	2.88428E-07	3.17584E-07	9.18041E-07	4.55171E-07	2.64351E-07
P42938	YGR205W	5.49978E-07	1.2562E-06	7.15731E-07	6.87429E-07	5.02077E-07	6.03055E-07	7.58853E-07	8.40074E-07	4.83344E-07	1.12831E-06	6.92744E-07	4.02326E-07
P49334	YNL131W	1.54686E-06	1.44249E-06	1.05189E-06	1.3527E-06	1.41213E-06	1.07019E-06	1.11527E-06	1.7647E-06	1.94309E-06	4.74514E-06	1.9484E-06	1.61739E-06
P43621	YFR051C	1.26026E-07	1.86261E-07	2.59935E-07	1.10208E-07	2.60625E-07	2.19014E-07	9.08639E-08	1.59423E-07	1.10757E-07	2.39125E-07	1.1106E-07	2.08845E-07
P22141	YER012W	3.34014E-07	9.44733E-07	6.88919E-07	5.58983E-07	5.83542E-07	7.00904E-07	1.04402E-06	1.54746E-06	1.27259E-06	1.21286E-06	1.70854E-06	1.81522E-06
P49954	YLR351C	5.46956E-07	7.29031E-07	7.11798E-07	4.78303E-07	4.99318E-07	3.78411E-07	5.63654E-07	6.23983E-07	4.80688E-07	4.58126E-07	6.88938E-07	2.52456E-07
P32588	YNL016W	2.69324E-07	8.28046E-08	2.61775E-07	1.48603E-07	8.1062E-08	2.95315E-07	1.9418E-07	2.14963E-07	2.36693E-07	1.42334E-07	4.54207E-07	3.77042E-07
P53615	YNL036W	1.62603E-06	1.1325E-06	8.25846E-07	4.68811E-07	7.75659E-07	9.3166E-07	1.85805E-06	1.29783E-06	2.26485E-06	0	0	2.04926E-07
Q02776	YPL063W	3.55611E-07	7.64933E-08	1.0675E-07	2.17568E-07	1.43308E-07	1.7213E-07	1.79379E-07	1.25295E-07	2.18653E-07	2.97857E-07	1.38338E-07	3.48305E-07
P26754	YNL312W	6.05819E-07	1.08115E-06	7.88401E-07	3.34268E-07	5.53053E-07	2.19014E-07	4.36789E-07	4.83539E-07	7.61E-07	5.07429E-07	5.33874E-07	1.08549E-06
Q03835	YDR098C	2.29957E-07	6.50415E-07	4.74296E-07	2.01093E-07	4.01748E-07	4.82548E-07	1.65797E-07	3.51252E-07	3.86759E-07	3.68606E-07	6.14645E-07	3.21931E-07
P32642	YER174C	2.39075E-07	7.35045E-08	5.3601E-08	6.89293E-08	4.17679E-07	8.64298E-08	5.68305E-08	3.6518E-07	2.1011E-07	3.83222E-07	2.10684E-07	7.58195E-07
Q07451	YDL072C	6.142E-07	2.99288E-07	2.18247E-07	1.21672E-06	8.88656E-07	1.06738E-06	4.42832E-07	8.44566E-08	1.22279E-06	5.14449E-07	2.82828E-07	4.49306E-07
Q07623	YDL213C	1.18007E-06	1.4734E-06	1.07444E-06	1.03195E-06	4.75556E-07	1.29395E-06	1.13917E-06	9.41882E-07	1.03709E-06	2.27996E-07	2.39878E-07	1.15582E-06
Q04410	YDR517W	3.69172E-07	4.92066E-07	4.80434E-07	3.22835E-07	4.81709E-07	4.048E-07	8.77561E-08	1.85917E-07	2.04711E-07	1.01948E-07	2.05271E-07	1.70397E-07
Q99258	YDR487C	2.29321E-06	2.13848E-06	2.33174E-06	1.17024E-06	5.39285E-07	6.47747E-07	9.64836E-07	1.4301E-06	8.22818E-07	2.5855E-07	8.96861E-08	4.32142E-07
P07280	YOL121C	3.22791E-06	9.92434E-07	7.23704E-07	1.47499E-06	9.71547E-07	6.09772E-07	2.97864E-06	2.57638E-06	1.48235E-06	2.01931E-06	9.37855E-07	1.76361E-06
Q01163	YGL129C	2.72204E-07	2.53838E-07	1.16793E-07	7.84807E-08	2.48496E-07	3.24489E-08	7.18768E-07	3.10538E-07	2.39224E-07	3.2588E-07	3.42864E-07	2.84615E-07
P38922	YNL004W	3.83595E-07	8.25129E-08	1.825E-07	2.34689E-07	1.54585E-07	4.20614E-07	2.76568E-07	2.14206E-07	1.48817E-07	2.24788E-07	2.36504E-07	1.96324E-07
P32469	YLR172C	9.96919E-07	3.06506E-07	6.77925E-07	4.55541E-07	4.75556E-07	6.20903E-08	3.75583E-07	1.37083E-07	4.57812E-07	1.06871E-06	1.12441E-06	5.44679E-07
P38858	YHR163W	1.00334E-06	1.98545E-06	2.06943E-06	2.02387E-07	9.15948E-07	4.85654E-07	1.53506E-06	1.37231E-06	2.67448E-06	3.70978E-07	6.72429E-08	5.5819E-08
Q12165	YDL004W	1.42492E-06	8.38405E-07	2.93897E-06	7.86218E-07	1.85929E-06	0	1.02735E-06	1.13731E-06	1.25228E-06	1.70591E-06	2.40309E-06	1.04237E-06
P53011	YGL100W	5.84427E-07	2.40581E-07	2.78048E-07	2.25606E-07	2.35518E-07	2.82886E-07	1.86007E-07	6.24556E-07	3.59343E-07	4.89512E-07	2.27351E-07	2.99111E-07
P38861	YHR170W	2.17299E-07	2.02638E-07	9.32356E-08	1.90024E-07	2.8354E-07	3.40566E-07	2.23934E-07	5.71829E-08	3.65471E-07	1.82009E-07	1.20825E-07	2.27208E-07
0	0	2.67324E-06	7.56104E-06	5.51368E-06	4.47375E-06	4.6703E-06	5.6096E-06	3.6885E-06	4.08329E-06	7.12575E-06	4.28502E-06	7.14522E-06	5.93133E-06
Q05979	YLR231C	2.9293E-08	8.28046E-08	2.61775E-07	3.36633E-07	2.45867E-07	7.23329E-07	1.9418E-07	2.14963E-07	2.36693E-07	3.22432E-07	2.3734E-07	1.97019E-07
P48362	YGR187C	1.1102E-07	1.0353E-07	2.28985E-07	4.20888E-07	3.07404E-07	2.32968E-07	2.42781E-07	1.6958E-07	4.22987E-07	1.77958E-07	5.6789E-07	4.71412E-07
P53981	YNL010W	7.39635E-07	1.31997E-06	7.18903E-07	9.24485E-07	6.75215E-07	5.11717E-07	1.02054E-06	8.43797E-07	1.24397E-06	8.85486E-07	9.31633E-07	3.4139E-07
P18562	YHR128W	5.56105E-07	1.17476E-06	8.5666E-07	7.70738E-07	1.15004E-06	9.66422E-07	6.35455E-07	7.03469E-07	2.55379E-07	1.05516E-06	7.76698E-07	9.21552E-07
P36534	YPL173W	1.01309E-06	7.05598E-07	3.59986E-07	1.52628E-07	4.83268E-07	6.30974E-08	9.34852E-07	2.66596E-07	4.65237E-07	6.33765E-07	2.94348E-07	3.87254E-07
P39101	YER048C	4.87225E-07	3.17878E-07	1.46258E-07	2.98091E-07	5.95533E-07	3.73774E-07	2.45769E-07	3.88883E-07	4.28194E-07	9.41346E-08	4.29364E-07	1.57338E-07
P40581	YIR037W	4.56031E-07	4.72394E-06	1.80004E-06	2.96263E-06	1.2627E-06	5.00041E-07	6.29226E-07	1.57796E-06	1.73748E-06	3.81968E-07	1.21891E-06	6.38425E-07
P39939	YER131W	1.44414E-06	1.3467E-06	9.82043E-07	1.26287E-06	2.08945E-06	1.58351E-06	2.35868E-06	2.61113E-06	6.63188E-07	6.3206E-07	1.27264E-06	1.05643E-06
P38840	YHR137W	4.22362E-07	2.94168E-07	2.14514E-07	3.69348E-07	4.93488E-07	4.63123E-07	5.24625E-08	5.80775E-08	1.22381E-07	1.16637E-07	1.22715E-07	1.01867E-07
P40159	YNL208W	3.31331E-07	5.91299E-07	6.83386E-07	1.68181E-06	5.78855E-07	1.57502E-06	1.03563E-06	1.53503E-06	1.26237E-06	2.7752E-07	8.85606E-07	2.42379E-07
P53879	YNL180C	1.46734E-07	1.36834E-07	3.02646E-07	1.18044E-06	5.80722E-07	1.19529E-06	3.20879E-07	2.24131E-07	1.28956E-07	1.36525E-06	5.60583E-07	9.87478E-07
P21560	YPL215W	2.75463E-07	5.81909E-07	2.96882E-07	5.45688E-07	2.51471E-07	4.78711E-07	3.14768E-07	3.48459E-07	3.83683E-07	3.65674E-07	2.4275E-07	2.01509E-07
Q12522	YPR016C	4.54542E-07	4.23874E-07	3.09098E-07	6.29976E-07	4.14953E-07	4.98409E-07	1.71246E-07	1.89575E-07	3.99471E-07	3.80721E-07	6.34848E-07	3.32512E-07
P13517	YIL034C	3.52838E-07	7.45363E-07	1.25376E-07	1.61229E-07	3.22107E-07	6.13177E-07	4.03185E-07	4.46338E-07	4.91457E-07	6.69482E-07	3.10937E-07	4.09079E-07
P38145	YBR256C	1.07859E-06	1.00582E-06	1.55643E-06	1.26287E-06	1.31836E-06	2.72807E-07	3.43286E-07	6.02303E-07	4.18444E-07	2.0839E-07	4.19588E-07	5.52025E-07
P39990	YEL026W	2.08867E-06	1.94775E-06	1.42034E-06	6.02199E-07	2.72538E-06	2.48953E-07	9.50169E-07	2.38282E-06	1.1582E-06	3.34801E-06	1.84063E-06	1.52793E-06
P47035	YJL076W	1.89353E-08	1.7681E-08	9.57162E-08	1.52422E-07	5.24612E-08	1.20589E-07	2.61372E-08	2.89289E-08	1.66695E-08	4.81336E-08	3.19634E-08	1.38778E-08
Q12496	YOL098C	1.02244E-07	2.20102E-08	4.86438E-08	6.25544E-08	2.15247E-08	1.92117E-07	5.15744E-08	6.19038E-09	6.28659E-08	8.56388E-08	2.07964E-08	5.23285E-08
Q06523	YPR148C	1.81328E-07	5.1287E-07	3.73996E-07	2.51312E-07	5.02077E-07	1.98827E-07	3.96529E-07	3.27856E-07	8.32703E-08	4.60657E-07	8.34981E-08	4.02326E-07
P38221	YBR029C	1.67557E-07	8.16475E-08	1.13942E-07	1.46526E-07	1.52963E-07	2.91188E-07	1.20807E-07	2.30217E-08	1.47257E-07	1.40345E-07	7.71572E-08	6.4049E-08
Q07657	YDL225W	1.242E-07	1.83563E-07	3.27864E-07	4.21622E-07	1.797E-07	3.08508E-07	2.02854E-07	1.57113E-07	1.72995E-07	5.43592E-08	1.09451E-07	1.43998E-07
Q05785	YLR206W	5.47157E-08	9.76462E-08	7.1206E-08	9.15683E-08	4.59515E-07	1.81972E-07	3.94485E-08	8.35762E-08	4.80863E-08	0	0	0
Q12518	YDL161W	2.91717E-08	2.71891E-08	3.49258E-07	7.73769E-08	4.68866E-07	2.94274E-07	6.37953E-08	1.35155E-07	7.77625E-08	0	0	2.13224E-08
P28707	YKL117W	8.81365E-07	5.18584E-07	8.5666E-07	1.47499E-06	1.15004E-06	9.66422E-07	4.00946E-07	7.03469E-07	1.10713E-06	2.43392E-07	8.44283E-08	2.12572E-07
P35189	YPL129W	7.25131E-07	4.26658E-07	7.04806E-07	4.001E-07	6.61975E-07	1.13647E-06	3.29873E-07	8.27251E-07	6.37276E-07	3.83222E-07	4.03194E-07	7.58195E-07
Q12443	YDL204W	3.38105E-07	3.15293E-07	5.63149E-07	2.95667E-07	3.08657E-07	5.299E-07	2.4377E-07	2.69861E-07	2.97141E-07	5.4196E-07	1.87996E-07	0
P32337	YMR308C	2.18079E-08	6.71636E-09	4.49794E-08	8.26748E-08	8.63072E-08	7.25274E-08	0	1.73978E-08	5.81301E-08	1.06025E-07	5.82891E-08	4.83865E-08
P36136	YKR043C	6.12991E-07	5.71632E-07	5.95809E-07	1.02586E-06	7.99853E-07	6.72149E-07	6.31706E-07	3.08705E-07	7.7001E-07	3.23958E-07	3.40841E-07	4.48422E-07
0	0	9.23597E-08	1.64827E-07	4.6659E-07	1.54567E-07	2.55734E-07	1.9381E-07	2.88685E-07	1.41076E-07	3.5189E-07	1.48046E-07	3.52851E-07	3.92175E-07
P38235	YBR053C	5.61086E-07	3.66067E-07	3.8155E-07	6.5695E-07	1.08694E-06	4.30437E-07	1.78578E-07	3.13319E-07	3.44992E-07	3.28799E-07	3.45935E-07	2.87164E-07
P28007	YHR089C	6.04636E-07	1.27728E-06	6.51651E-07	5.28743E-07	5.51974E-07	3.46436E-07	9.87538E-07	7.64861E-07	8.42178E-07	5.06439E-07	5.32832E-07	7.01013E-07
P32496	YFR052W	3.80016E-07	8.02775E-07	5.85401E-07	3.32317E-07	5.49826E-07	4.16689E-07	2.73987E-07	4.80717E-07	7.56559E-07	9.6542E-07	5.30758E-07	1.33633E-06
P87262	YER056C-A	2.22854E-06	6.85174E-07	9.56188E-07	1.22962E-06	1.28365E-06	1.54182E-06	1.0138E-06	5.86446E-07	6.45728E-07	1.86661E-06	1.23913E-06	5.37491E-07
P40483	YIL108W	1.47274E-08	1.37159E-08	5.81078E-08	3.90439E-08	1.76713E-07	1.48499E-07	1.06005E-08	1.17334E-08	1.29472E-08	4.15442E-07	6.02673E-07	3.62836E-07
P32495	YDL208W	9.36253E-07	2.64812E-06	1.44227E-06	1.8547E-06	8.54708E-07	5.3644E-07	1.52916E-06	1.18435E-06	8.22818E-07	1.35102E-07	1.30764E-06	6.84898E-07
P36035	YKL217W	1.64664E-07	2.19479E-07	7.06517E-08	9.08554E-08	2.1486E-07	5.95288E-08	2.27202E-07	1.31428E-07	2.76944E-07	1.50107E-08	1.45109E-07	3.97317E-08
P53095	YGL196W	2.94945E-07	2.75044E-07	2.86678E-07	8.50372E-08	3.84855E-07	4.62257E-07	3.03949E-07	3.36482E-07	3.70495E-07	6.05095E-07	4.97416E-07	2.15761E-07
P28495	YKL007W	2.05736E-07	1.11362E-06	2.67742E-07	3.44307E-07	3.59434E-07	6.84234E-07	8.61004E-07	4.98061E-07	7.83854E-07	5.22668E-07	5.49907E-07	2.88023E-07
P50101	YMR304W	0	1.67504E-08	3.70209E-08	9.1092E-08	9.50939E-08	5.96838E-08	2.47615E-08	4.73382E-09	4.78363E-08	1.38281E-07	1.17488E-07	9.7528E-08
P33767	YEL002C	2.92752E-07	3.90205E-07	2.84546E-07	3.65917E-07	1.68626E-07	1.05835E-07	1.33177E-07	3.3398E-07	2.57283E-07	2.45207E-07	1.62778E-07	7.06076E-08
P31382	YAL023C	3.88821E-08	3.62522E-08	5.05815E-08	1.03091E-07	6.7904E-08	4.26185E-08	2.80388E-08	3.10328E-08	6.53704E-08	1.07219E-08	3.42696E-08	5.4413E-08
P32353	YLR056W	5.4396E-07	2.23923E-07	1.6329E-07	2.09985E-07	1.14545E-07	2.63298E-07	9.04657E-08	0	4.78055E-07	0	0	3.02641E-08
0	0	1.87769E-06	2.77515E-06	2.0237E-06	4.98033E-06	3.88311E-06	2.0589E-06	2.14562E-06	3.39504E-06	1.6502E-06	1.57274E-06	1.65471E-06	2.17699E-06
P00424	YNL052W	5.04673E-07	4.70622E-07	3.43187E-07	8.44586E-07	4.60717E-07	5.53377E-07	1.57744E-06	1.22175E-06	8.48796E-07	1.28211E-06	1.92805E-06	7.06521E-07
P32352	YMR202W	5.32241E-07	2.59351E-07	5.73627E-07	2.43207E-07	2.53893E-07	1.00544E-07	2.00519E-07	4.24813E-07	7.41342E-07	4.45801E-07	2.45088E-07	3.89351E-07
Q03973	YDR174W	4.51588E-07	4.21119E-07	3.07089E-07	6.25882E-07	6.5338E-07	1.12172E-06	1.70133E-07	5.71256E-07	8.9905E-07	5.9948E-07	2.07949E-07	3.30351E-07
P22696	YJR017C	1.29314E-06	1.31082E-07	5.54839E-07	1.13082E-06	7.44852E-07	2.02669E-06	9.32338E-07	6.5123E-07	3.74691E-07	6.83405E-07	7.19021E-07	9.45969E-07
Q06287	YLR186W	6.88634E-07	6.42171E-07	6.69332E-07	6.02199E-07	8.98555E-07	4.76432E-07	7.09658E-07	5.49639E-07	6.05201E-07	8.24428E-07	6.06855E-07	5.03757E-07
P20424	YPR088C	1.27896E-07	1.19267E-07	1.37841E-07	5.8442E-08	1.85046E-07	7.32799E-08	9.22116E-08	1.61788E-07	1.124E-07	1.69781E-07	2.55319E-07	2.11944E-07
P53316	YGR250C	3.71423E-08	1.05019E-07	1.87576E-07	1.88469E-07	3.11826E-07	1.23486E-07	1.16056E-07	1.28477E-07	9.89728E-08	1.34825E-07	3.27321E-08	2.71487E-08
Q04660	YMR049C	6.74278E-08	6.28785E-08	2.6615E-07	5.89644E-08	9.75584E-08	3.86393E-08	1.47452E-07	5.38183E-08	9.39182E-08	2.94953E-08	5.94204E-08	1.11738E-07
Q07500	YDL085W	3.8337E-07	2.67011E-07	2.60699E-07	3.3525E-07	4.47929E-07	3.13962E-07	2.06441E-07	1.59891E-07	2.51639E-07	0	0	0
Q04935	YDR231C	1.8339E-06	2.94627E-07	6.51651E-07	8.38E-07	5.51974E-07	1.05076E-06	2.27793E-07	2.52174E-07	8.42178E-07	5.06439E-07	8.4448E-07	2.31123E-07
P38628	YEL058W	1.93461E-07	1.1383E-07	3.2223E-07	1.69178E-07	1.11435E-07	2.12131E-07	8.80082E-08	5.09096E-08	1.70022E-07	1.62041E-07	1.70486E-07	1.41523E-07
P39726	YAL044C	8.15916E-07	7.60864E-07	8.79358E-07	7.13504E-07	7.44852E-07	8.94656E-07	9.32338E-07	6.5123E-07	2.17489E-06	6.83405E-07	7.19021E-07	5.96868E-07
P02309	YBR009C	3.13493E-07	3.84402E-06	1.96116E-06	2.52199E-06	1.66118E-06	1.99528E-06	2.07932E-06	2.30187E-06	1.5992E-06	2.4156E-06	1.60358E-06	1.33115E-06
P45978	YPR129W	4.08883E-07	3.81295E-07	2.78048E-07	6.84279E-07	3.73271E-07	4.48343E-07	2.948E-07	3.26354E-07	3.59343E-07	3.42477E-07	2.27351E-07	2.99111E-07
P54000	YMR039C	1.79343E-07	5.51397E-08	3.69904E-07	6.79907E-07	3.13323E-07	3.76339E-07	1.29305E-07	1.43145E-07	3.01633E-07	1.11596E-06	9.17374E-07	3.97924E-07
P38787	YHR063C	1.18137E-07	3.34142E-07	8.03358E-08	1.03309E-07	2.06393E-07	2.47903E-07	2.58344E-07	4.0878E-07	3.14905E-07	4.28976E-07	3.15766E-07	3.74656E-07
Q12466	YOR086C	5.76992E-08	5.38061E-08	5.6082E-08	3.1842E-08	1.00804E-07	6.32677E-08	1.37159E-08	4.60532E-08	5.07085E-08	5.2598E-09	1.67504E-08	0
P07285	YDR354W	6.82842E-07	8.14984E-07	7.35937E-07	5.97133E-07	1.07394E-07	1.28993E-07	3.67703E-07	1.79691E-07	3.1358E-07	9.85343E-08	3.41887E-08	8.60572E-08
P38879	YHR193C	1.24588E-06	7.33059E-07	5.34562E-07	6.87429E-07	7.17631E-07	8.61962E-07	8.98266E-07	1.42134E-06	6.90856E-07	6.5843E-07	1.09792E-06	9.11399E-07
Q12408	YDL046W	1.25743E-06	1.17259E-06	3.70696E-06	1.0996E-06	7.24283E-07	1.97072E-06	5.72022E-07	1.00363E-06	2.70672E-06	3.47243E-07	3.6534E-07	5.80385E-07
P32897	YNR017W	5.32241E-07	2.59351E-07	1.89124E-07	4.65436E-07	4.85885E-07	5.83606E-07	2.00519E-07	6.73282E-07	4.67756E-07	4.45801E-07	7.43368E-07	8.82006E-07
P36037	YKL213C	1.29714E-07	1.72894E-07	2.90907E-08	1.13433E-07	1.69256E-07	1.42233E-07	3.08305E-08	3.41482E-08	1.13998E-07	6.85522E-08	1.24212E-08	3.12756E-08
Q08193	YOL030W	1.52847E-07	1.42535E-07	1.03939E-07	1.33662E-07	1.39535E-07	1.67598E-07	1.10201E-07	1.21996E-07	1.34328E-07	1.28024E-07	1.34696E-07	1.7721E-07
P46969	YJL121C	1.07859E-06	2.32009E-07	1.25689E-06	6.59898E-07	2.27127E-07	2.72807E-07	5.4407E-07	1.15265E-06	2.18653E-07	1.91708E-06	4.19588E-07	3.48305E-07
Q00362	YGL190C	3.03065E-07	1.97727E-07	2.0609E-07	6.11326E-08	1.93566E-07	2.32496E-07	9.6457E-08	1.69236E-07	2.66346E-07	5.85537E-08	1.86853E-07	2.96838E-07
P32790	YBL007C	1.76406E-08	4.98471E-08	5.19555E-08	8.94567E-08	9.33869E-08	1.12169E-07	5.50855E-08	6.09817E-08	1.54962E-08	4.8552E-09	0	0
P47160	YJR125C	2.00915E-07	9.79019E-08	1.36626E-07	2.78459E-07	5.56312E-07	3.49158E-07	2.29583E-07	1.60362E-07	2.79848E-07	1.68284E-07	1.77055E-07	7.68E-08
P48510	YMR276W	1.21194E-07	1.13017E-07	2.49968E-07	3.21451E-07	4.79644E-07	4.03064E-07	2.65028E-07	2.93395E-07	3.23053E-07	3.0789E-07	1.06801E-07	2.68903E-07
Q05567	YDR294C	1.76913E-07	1.04093E-07	1.71954E-07	4.69236E-07	4.89852E-07	4.75138E-07	4.20537E-08	8.90941E-08	2.97545E-07	9.34958E-08	5.14012E-08	1.40801E-08
