sol_dist1,sol_dist2,sol_dist3,sol_dist4,sol_dist5
0,0,0,0,0
0.017036867636174,0.0161558350806282,0.0178802162599656,0.0243576118916771,0.0205649518769002
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8.11999188e-05,8.11999188e-05,8.11999188e-05,8.11999188e-05,8.11999188e-05
8.11999188e-05,8.11999188e-05,8.11999188e-05,8.11999188e-05,8.11999188e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0018528799653,0.0018528799653,0.0018528799653,0.0018528799653,0.0018528799653
0.0018528799653,0.0018528799653,0.0018528799653,0.0018528799653,0.0018528799653
0,0,0,0,0
0,0,0,0,0
0.00989899010099857,0.00989899010099999,0.00989899010099698,0.00989899010099907,0.00989899010100606
0.0119888956266715,0.0116254080197489,0.0123368359736356,0.0150092151297202,0.0134444773638299
0.00607475118576708,0.00576060578792778,0.00637545981142522,0.00868507256622961,0.00733274264185677
0,0,0,0,0
0,0,0,0,0
0.0486404161261769,0.0461250599563921,0.0510481843190555,0.0695412093086587,0.0587131295651638
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00220135318413761,0.00232768719525122,0.00208042278974971,0.00115160879011615,0.00169545016060912
0.00220135318413761,0.00232768719525122,0.00208042278974971,0.00115160879011615,0.00169545016060912
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00301087144285838,0.00285516936085775,0.00315991376342889,0.00430464329635115,0.00363437855198485
0.00301087144285838,0.00285516936085775,0.00315991376342889,0.00430464329635115,0.00363437855198485
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.017036867636174,0.0161558350806282,0.0178802162599656,0.0243576118916771,0.0205649518769002
0.017036867636174,0.0161558350806282,0.0178802162599656,0.0243576118916771,0.0205649518769002
0.017036867636174,0.0161558350806282,0.0178802162599656,0.0243576118916771,0.0205649518769002
0,0,0,0,0
0.0107818882302358,0.0102243212675786,0.0113156066810112,0.0154148670154546,0.0130146584062275
0,0,0,0,0
0.0107818882302358,0.0102243212675786,0.0113156066810112,0.0154148670154546,0.0130146584062275
0.0107818882302358,0.0102243212675786,0.0113156066810112,0.0154148670154546,0.0130146584062275
0,0,0,0,0
0.01105998894,0.01105998894,0.01105998894,0.01105998894,0.01105998894
0.0460960177237614,0.0437122407782024,0.0483778346598198,0.0659034825793479,0.055641823746585
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0460960177237614,0.0437122407782024,0.0483778346598198,0.0659034825793479,0.055641823746585
0.0315399385299425,0.0299089043963091,0.033101209317609,0.0450926542487488,0.0380713950427991
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
6.47195182652377,6.39089971617406,6.54621451566791,7.17580355111191,6.80582882017134
6.47195182652377,6.39089971617406,6.54621451566791,7.17580355111191,6.80582882017134
0,0,0,0,0
0.241223186000721,0.232313627780333,0.249751660478148,0.315255180335626,0.276901404417711
0.241223186000721,0.232313627780333,0.249751660478148,0.315255180335626,0.276901404417711
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0006817993182,0.0006817993182,0.0006817993182,0.0006817993182,0.0006817993182
0,0,0,0,0
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238,0.0006761993238
0,0,0,0,0
0.0006411993588,0.0006411993588,0.0006411993588,0.0006411993588,0.0006411993588
0,0,0,0,0
0.028096856576174,0.0272158240206282,0.0289402051999656,0.0354176008316771,0.0316249408169002
0.028096856576174,0.0272158240206282,0.0289402051999656,0.0354176008316771,0.0316249408169002
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9.4074922399043e-08,9.94738117628726e-08,8.89069568269105e-08,4.92140508596644e-08,7.24551350687659e-08
9.4074922399043e-08,9.94738117628726e-08,8.89069568269105e-08,4.92140508596644e-08,7.24551350687659e-08
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0250093159637427,0.0237160018389557,0.0262473118589041,0.0357558223101844,0.0301883767751136
0.028020187406601,0.0265711711998135,0.029407225622333,0.0400604656065355,0.0338227553270985
0.108010512181739,0.127700171623208,0.0902490525345501,0.114195104910149,0.0965549766707695
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.108010512181739,0.127700171623208,0.113357143033755,0.154422299658445,0.130377731997868
0.108010512181739,0.127700171623208,0.113357143033755,0.154422299658445,0.130377731997868
0,0,0,0,0
0,0,0,0,0
0.108010512181739,0.127700171623208,0.0902490525345501,0.114195104910149,0.0965549766707695
0,0,0.0231080904992047,0.0402271947482956,0.0338227553270985
9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00499162378475877,0.00499162378475877,0.00499162378475879,0.00499162378475876,0.00499162378475877
0,0,0,0,0
0.00499162378475877,0.00499162378475877,0.00499162378475879,0.00499162378475876,0.00499162378475877
0,0,0,0,0
0.000699709560664271,0.000663525274002152,0.000734346156289832,0.00100037485056048,0.000844609100109156
0.000699709560664271,0.000663525274002152,0.000734346156289832,0.00100037485056048,0.000844609100109156
0,0,0,0,0
0,0,0,0,0
0.000699709560664271,0.000663525274002152,0.000734346156289813,0.00100037485056048,0.000844609100109156
0,0,0,0,0
0,0,0,0,0
0.0006817993182,0.0006817993182,0.0006817993182,0.0006817993182,0.0006817993182
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4.308995691e-05,4.308995691e-05,4.308995691e-05,4.308995691e-05,4.308995691e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00035999964,0.00035999964,0.00035999964,0.00035999964,0.00035999964
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0594753126564631,0.056399648290183,0.0624194232846341,0.0850318622976407,0.0717917735092783
0.0204293988393947,0.0193729273182144,0.0214406824722799,0.0292079141974249,0.0246600263016719
0,0,0,0,0
0,0,0,0,0
0.0013700986299,0.0013700986299,0.0013700986299,0.0013700986299,0.0013700986299
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0760031298061869,0.0803648925232248,0.071827930420461,0.0397600316895229,0.058536503622056
0,0,0,0,0
0.0760031298061869,0.0803648925232248,0.071827930420461,0.0397600316895229,0.058536503622056
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08
0,0,0,0,0
9.47659057292915,9.36892855885517,9.59843278108586,10.5589309253218,9.99598076851753
4.73829528646458,4.68446427942758,4.79921639054293,5.27946546266091,4.99799038425877
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.732844650521398,0.7127255561678,0.752981797960149,0.840586487604292,0.790697878239597
0,0.0252751975098573,0,0,0
0.038924753363844,0.037680233201377,0.0401160423345982,0.0492658171223964,0.0439084193417361
0.01105998894,0.01105998894,0.01105998894,0.01105998894,0.01105998894
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0013700986299,0.0013700986299,0.0013700986299,0.0013700986299,0.0013700986299
0,0,0,0,0
0,0,0,0,0
0.00131520290668696,0,0.00228650791773176,0.104731116476703,0.0426038500557685
0.0174609340365766,0.0165579716103264,0.0183252745365049,0.0249638996798956,0.0210768361799967
0,0,0,0,0
0,0,0,0,0
1.24452454499674,1.18880230609978,1.27533060289066,1.48233385841301,1.36179695720207
0,1.18880230609978,0,0,1.36179695720207
1.24452454499674,0,1.27533060289066,1.48233385841301,0
0,0,0,0,0
0.0174609340365766,0.0165579716103264,0.0183252745365049,0.0249638996798956,0.0210768361799967
0.0848297358244689,0.0822940999231747,0.0872569163348051,0.10589903892981,0.0949836592036752
9.4074922399043e-08,9.94738117628726e-08,8.89069568269105e-08,4.92140508596644e-08,7.24551350687659e-08
0.0111741496506082,0.0105962975575495,0.0117272855868101,0.0159756832195567,0.0134881513865917
0.0319958099103753,0.0303412011657348,0.0335796469648887,0.0457444136210837,0.0386216706686278
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.43914034252564,1.39944712480171,1.47879709502773,1.7537787037189,1.59343895633446
0,0,0,0,0
1.43914034252564,1.39944712480171,1.47879709502773,1.7537787037189,1.59343895633446
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00091918903366818,0.000919189033668179,0.00091918903366818,0.00091918903366818,0.00091918903366818
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.725494295175909,0.694729345633988,0.73241054843247,0.755926558188304,0.742825543220455
1.49167560112125,1.42855359342427,1.50703211784189,1.56576939990147,1.53271367694592
0,0,0,0,0
7.999992e-07,0.0252759975090573,7.999992e-07,7.999992e-07,7.999992e-07
7.999992e-07,0.0252759975090577,7.999992e-07,7.999992e-07,7.999992e-07
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0487778472639038,0.0515771713990495,0.0460982571147531,0.025517485370736,0.0375679875331551
0,0,0,0,0
0.0487778472639038,0.0515771713990495,0.0460982571147531,0.025517485370736,0.0375679875331551
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0307872206692279,0.0291951120560947,0.0323112308767518,0.0440164934246611,0.0371628004048029
0,0,0,0,0
0.0307872206692279,0.0291951120560947,0.0323112308767518,0.0440164934246611,0.0371628004048029
0.004938995061,0.004938995061,0.004938995061,0.004938995061,0.004938995061
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9.8999901e-05,9.8999901e-05,9.8999901e-05,9.8999901e-05,9.8999901e-05
0,0,0,0,0
0,0,0,0,0
0.000338999660999997,0.000338999660999997,0.000338999660999997,0.000338999660999997,0.000338999660999997
9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08
9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.999725736473308,0.991879529212645,1.00801905727647,1.0727448343203,1.03482323542279
0,0,0,0,0
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0303419509488052,0.0287728686999115,0.0318439196863856,0.0433798912470317,0.0366253218865516
0.0460960177237614,0.0437122407782024,0.0483778346598198,0.0659034825793479,0.055641823746585
0,0,0,0,0
0.00607475118576708,0.00576060578792778,0.00637545981142522,0.00868507256622961,0.00733274264185677
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08,9.99999e-08
0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897
0,0,0,0,0
0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897
0,0,0,0,0
0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.004938995061,0.004938995061,0.004938995061,0.004938995061,0.004938995061
0,0,0,0,0
0.00301087144285838,0.00285516936085775,0.00315991376342889,0.00430464329635115,0.00363437855198485
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.757009231080139,0.74601263506355,0.767535475608341,0.848383002244211,0.801044967175878
0.0169278906876715,0.0165644030807489,0.0172758310346356,0.0199482101907202,0.0183834724248299
0.0169278906876715,0.0165644030807489,0.0172758310346356,0.0199482101907202,0.0183834724248299
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0110689330497075,0.0357717609341822,0,0,0
0,0,0.0231080904992047,0.0402271947482956,0.0338227553270985
0,0,0,0,0
0.0204293988393947,0.0193729273182144,0.0214406824722799,0.0292079141974249,0.0246600263016719
0.0013700986299,0.0013700986299,0.0013700986299,0.0013700986299,0.0013700986299
0,0,0,0,0
0,0,0,0,0
0.0303419509488052,0.0287728686999115,0.0318439196863856,0.0433798912470317,0.0366253218865516
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0170678726170042,0.0161851953211555,0.00642152614917657,0,0.000140768183351597
0,0,0,0,0
0.0760462197630969,0.0804079824801348,0.071871020377371,0.0398031216464329,0.058579593578966
0,0,0,0,0
0.00537504162510281,0.00509708051392563,0.00564111365513538,0.00768469771566913,0.00648813354174761
0,0,0,0,0
0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897,0.0041102958897
4.308995691e-05,4.308995691e-05,4.308995691e-05,4.308995691e-05,4.308995691e-05
0,0,0,0,0
4.308995691e-05,4.308995691e-05,4.308995691e-05,4.308995691e-05,4.308995691e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.017036867636174,0.0161558350806282,0.0178802162599656,0.0243576118916771,0.0205649518769002
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0141956227534767,0.0134615203316497,0.0148983258071524,0.0202954837106133,0.0171353270461539
0,0,0,0,0
0.00989899010099857,0.00989899010099999,0.00989899010099698,0.00989899010099907,0.00989899010100606
0.00607475118576708,0.00576060578792778,0.00637545981142522,0.00868507256622961,0.00733274264185677
0.00607475118576708,0.00576060578792778,0.00637545981142522,0.00868507256622961,0.00733274264185677
0,0,0,0,0
0,0,0,0,0
0.00989899010099857,0.00989899010099999,0.00989899010099698,0.00989899010099907,0.00989899010100606
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.00702890058667291,0.00666541297974889,0.00737684093363858,0.0100492200897212,0.0084844823238238
0.00989899010099857,0.00989899010099999,0.00989899010099698,0.00989899010099907,0.00989899010100606
0.0169278906876715,0.0165644030807489,0.0172758310346356,0.0199482101907202,0.0183834724248299
0,0,0,0,0
0.0169278906876715,0.0165644030807489,0.0172758310346356,0.0199482101907202,0.0183834724248299
0.00301087144285838,0.00285516936085775,0.00315991376342889,0.00430464329635115,0.00363437855198485
0.00989899010099857,0.00989899010099999,0.00989899010099698,0.00989899010099907,0.00989899010100606
0.00989899010099857,0.00989899010099999,0.00989899010099698,0.00989899010099907,0.00989899010100606
0.0309987510705299,0.0304795613816067,0.0314957337380644,0.0353128424270714,0.0330778399168147
0,0,0,0,0
0,0,0,0,0
0.0309987510705299,0.0304795613816067,0.0314957337380644,0.0353128424270714,0.0330778399168147
0.790150083268992,0.756584689238131,0.799746999108206,0.843852017505475,0.818695677487552
0.790150083268992,0.756584689238131,0.799746999108206,0.843852017505475,0.818695677487552
0,0,0,0,0
0,0,0,0,0
