# BRENDA release 2026.1 generated 2026-05-18 - CC BY 4.0 - specific activity in umol/min/mg
1.1.1.1	*	[candida] maris	27.6	PMID:21670533
1.1.1.1	*	[candida] sp.	49.3	*
1.1.1.1	*	acetivibrio thermocellus	7.68	PMID:25666131
1.1.1.1	*	acetobacter aceti	66.0	*
1.1.1.1	*	acetobacter pasteurianus	597.0	PMID:12834271
1.1.1.1	*	acetobacter senegalensis	6.3	*
1.1.1.1	*	aminobacter aminovorans	4.3	*
1.1.1.1	*	arabidopsis thaliana	42.7	PMID:30252897
1.1.1.1	*	carboxydothermus hydrogenoformans	4.75	PMID:23160740
1.1.1.1	*	citrobacter sp. s-77	1.7	PMID:26216639
1.1.1.1	*	devosia riboflavina	3.12	*
1.1.1.1	*	drosophila melanogaster	55.0	*
1.1.1.1	*	entamoeba histolytica	0.092	PMID:12058720
1.1.1.1	*	equus caballus	4.2	PMID:20851;PMID:6755178
1.1.1.1	*	flavobacterium frigidimaris	43.0	PMID:17072683
1.1.1.1	*	fragaria x ananassa	2.5	PMID:16390205
1.1.1.1	*	geobacillus thermodenitrificans	447.6	PMID:19383697
1.1.1.1	*	gluconacetobacter diazotrophicus	5.7	*
1.1.1.1	*	homo sapiens	3.3	PMID:236461;PMID:6375718;PMID:6397223;PMID:7011320;PMID:836289
1.1.1.1	*	kangiella koreensis	79.6	PMID:25481533
1.1.1.1	*	komagataeibacter medellinensis	9.9	*
1.1.1.1	*	komagataeibacter xylinus	11.4	*
1.1.1.1	*	leifsonia sp.	10.3	PMID:16000771
1.1.1.1	*	magnusiomyces capitatus	31.0	PMID:17368401
1.1.1.1	*	megalodesulfovibrio gigas	31.8	PMID:8491707
1.1.1.1	*	mesocricetus auratus	4.0	PMID:3178842;PMID:8730210
1.1.1.1	*	methylorubrum extorquens	2.3	PMID:16390205
1.1.1.1	*	meyerozyma guilliermondii	79.1	*
1.1.1.1	*	mus musculus	64.0	PMID:6360682
1.1.1.1	*	oenococcus oeni	1.1	PMID:23385476
