#id: 1329501331
#name: S.cerevisiae - Whole organism (Integrated)
#score: 17.05
#description: integrated dataset: weighted average of all S.cerevisiae WHOLE_ORGANISM, Interaction consistency score: 17.05, Coverage: 96
#organ: WHOLE_ORGANISM
#integrated: true
#coverage: 96
#publication_year: 2021
#filename: 4932-WHOLE_ORGANISM-integrated.txt
#
#internal_id	string_external_id	abundance
1862335	4932.YKL060C	18406
1861564	4932.YHR174W	18184
1859281	4932.YCR012W	18044
1858663	4932.YAL038W	16568
1861191	4932.YGR192C	16371
1862734	4932.YLR044C	14380
1862643	4932.YLL024C	10625
1864248	4932.YOL086C	9801
1858995	4932.YBR118W	9541
1865141	4932.YPR080W	8834
1862435	4932.YKL152C	8673
1864823	4932.YPL061W	6950
1862962	4932.YLR249W	6832
1864841	4932.YPL079W	6537
1861255	4932.YGR254W	6357
1860445	4932.YER091C	5820
1864404	4932.YOR063W	5068
1860788	4932.YGL076C	5053
1862800	4932.YLR109W	4995
1864439	4932.YOR096W	4895
1861687	4932.YIL053W	4739
1859586	4932.YDL191W	4635
1859527	4932.YDL136W	4628
1858622	4932.YAL005C	4624
1863938	4932.YNL209W	4571
1863561	4932.YMR186W	4538
1860717	4932.YGL008C	4368
1862113	4932.YJR009C	4357
1863480	4932.YMR116C	4303
1863079	4932.YLR355C	4284
1858916	4932.YBR048W	4258
1864731	4932.YOR369C	4251
1862664	4932.YLL045C	4204
1863276	4932.YML063W	4203
1860378	4932.YER043C	4120
1861234	4932.YGR234W	3996
1859672	4932.YDR025W	3954
1859081	4932.YBR196C	3703
1861017	4932.YGR034W	3693
1861577	4932.YHR183W	3600
1860815	4932.YGL103W	3577
1863775	4932.YNL055C	3429
1860068	4932.YDR385W	3343
1861140	4932.YGR148C	3242
1864869	4932.YPL106C	3233
1859441	4932.YDL055C	3186
1861319	4932.YHL015W	3145
1860969	4932.YGL253W	3015
1859701	4932.YDR050C	3004
1863236	4932.YML028W	2939
1859810	4932.YDR155C	2772
1860860	4932.YGL147C	2731
1862358	4932.YKL081W	2717
1860741	4932.YGL031C	2711
1861340	4932.YHL033C	2702
1859658	4932.YDR012W	2667
1859624	4932.YDL229W	2625
1860414	4932.YER070W	2603
1863078	4932.YLR354C	2592
1860848	4932.YGL135W	2577
1860065	4932.YDR382W	2541
1858620	4932.YAL003W	2529
1865009	4932.YPL240C	2526
1865094	4932.YPR035W	2524
1863790	4932.YNL069C	2504
1861599	4932.YHR203C	2495
1862765	4932.YLR075W	2391
1863786	4932.YNL067W	2367
1861919	4932.YJL052W	2275
1864737	4932.YOR375C	2272
1859073	4932.YBR189W	2252
1862877	4932.YLR167W	2208
1863232	4932.YML024W	2186
1865193	4932.YPR132W	2136
1862890	4932.YLR180W	2069
1862229	4932.YJR123W	2061
1863510	4932.YMR142C	2041
1860612	4932.YFL039C	2040
1861107	4932.YGR118W	2008
1863748	4932.YNL030W	2006
1862209	4932.YJR104C	2000
1860533	4932.YER165W	1976
1859580	4932.YDL185W	1976
1862467	4932.YKL182W	1976
1863907	4932.YNL178W	1963
1858840	4932.YBL092W	1929
1862253	4932.YJR145C	1919
1865000	4932.YPL231W	1917
1864293	4932.YOL127W	1908
1864988	4932.YPL220W	1892
1864477	4932.YOR133W	1883
1864852	4932.YPL090C	1877
1861072	4932.YGR085C	1877
1864895	4932.YPL131W	1843
1862277	4932.YKL006W	1827
1860279	4932.YEL034W	1814
1864033	4932.YNL301C	1790
1863062	4932.YLR340W	1788
1865210	4932.YPR145W	1775
1865019	4932.YPL249C-A	1760
1859467	4932.YDL081C	1739
1858899	4932.YBR031W	1724
1858738	4932.YBL002W	1695
1863023	4932.YLR303W	1682
1858767	4932.YBL027W	1682
1860488	4932.YER131W	1677
1859813	4932.YDR158W	1674
1862801	4932.YLR110C	1674
1861147	4932.YGR155W	1669
1858893	4932.YBR025C	1660
1860547	4932.YER177W	1649
1862214	4932.YJR109C	1643
1859889	4932.YDR224C	1634
1862718	4932.YLR029C	1614
1860740	4932.YGL030W	1604
1860903	4932.YGL189C	1599
1865134	4932.YPR074C	1595
1860134	4932.YDR450W	1592
1864218	4932.YOL058W	1582
1864034	4932.YNL302C	1560
1863583	4932.YMR205C	1552
1860836	4932.YGL123W	1550
1862738	4932.YLR048W	1545
1859519	4932.YDL130W	1533
1860718	4932.YGL009C	1530
1858877	4932.YBR011C	1525
1861007	4932.YGR027C	1523
1863175	4932.YLR441C	1516
1858834	4932.YBL087C	1512
1861179	4932.YGR180C	1508
1860131	4932.YDR447C	1468
1861900	4932.YJL034W	1466
1860157	4932.YDR471W	1460
1862064	4932.YJL189W	1459
1863182	4932.YLR448W	1450
1861685	4932.YIL051C	1441
1858998	4932.YBR121C	1441
1859228	4932.YCL030C	1441
1859891	4932.YDR226W	1437
1862331	4932.YKL056C	1429
1864286	4932.YOL120C	1427
1862751	4932.YLR061W	1423
1860291	4932.YEL046C	1413
1862009	4932.YJL136C	1411
1860102	4932.YDR418W	1390
1859330	4932.YCR053W	1386
1862844	4932.YLR150W	1375
1861240	4932.YGR240C	1371
1862121	4932.YJR016C	1371
1861591	4932.YHR196W	1369
1859064	4932.YBR181C	1368
1864797	4932.YPL036W	1363
1864287	4932.YOL121C	1363
1864694	4932.YOR335C	1356
1864522	4932.YOR173W	1352
1864198	4932.YOL039W	1345
1863485	4932.YMR120C	1342
1862494	4932.YKL210W	1330
1859670	4932.YDR023W	1316
1863024	4932.YLR304C	1309
1861892	4932.YJL026W	1303
1863783	4932.YNL064C	1297
1858951	4932.YBR079C	1295
1861705	4932.YIL069C	1288
1861587	4932.YHR193C	1283
1864843	4932.YPL081W	1263
1863817	4932.YNL096C	1260
1860473	4932.YER117W	1260
1860028	4932.YDR353W	1255
1864127	4932.YNR050C	1248
1858875	4932.YBR009C	1247
1863345	4932.YML126C	1245
1864091	4932.YNR016C	1237
1859007	4932.YBR127C	1233
1861301	4932.YHL001W	1229
1859688	4932.YDR037W	1222
1864199	4932.YOL040C	1220
1858954	4932.YBR082C	1208
1862465	4932.YKL180W	1196
1858771	4932.YBL030C	1195
1861115	4932.YGR124W	1191
1860301	4932.YEL054C	1182
1864926	4932.YPL160W	1181
1859305	4932.YCR031C	1171
1861673	4932.YIL041W	1154
1858956	4932.YBR084C-A	1141
1863286	4932.YML073C	1140
1862748	4932.YLR058C	1137
