Condition	Ptot	grRate	glucose (r_1714)	CO2 (r_1672)	oxygen (r_1992)	pyruvate (r_2033)	succinate (r_2056)	glycerol (r_1808)	acetate (r_1634)	ethanol (r_1761)
Std	0.4228	0.1	-1.1	2.7	-2.5	8.06E-05	1.00E-05	0.001893379	0.089483471	1.00E-05
