rxns	spontaneous
MAR08533	0
MAR08534	0
MAR08535	0
MAR08537	0
MAR08541	0
MAR08542	0
MAR08543	0
MAR08544	0
MAR08630	0
MAR08540	0
MAR09733	0
MAR09734	0
MAR03206	0
MAR03208	0
MAR03211	0
MAR03213	0
MAR03215	0
MAR03747	0
MAR03744	0
MAR03757	0
MAR03761	0
MAR03777	0
MAR03778	0
MAR03795	0
MAR04797	0
MAR06417	0
MAR06419	0
MAR06420	0
MAR06421	0
MAR06422	0
MAR06923	0
MAR03765	0
MAR06924	0
MAR06925	0
MAR06926	0
MAR06927	0
MAR08088	0
MAR08787	0
MAR03743	0
MAR03940	0
MAR04214	0
MAR04216	0
MAR04218	0
MAR04219	0
MAR04220	0
MAR04222	0
MAR04224	0
MAR04225	0
MAR04227	0
MAR04231	0
MAR04232	0
MAR04233	0
MAR04235	0
MAR04242	0
MAR04243	0
MAR04244	0
MAR04245	0
MAR04246	0
MAR04248	0
MAR06707	0
MAR06708	0
MAR06709	0
MAR06711	0
MAR06712	0
MAR06713	0
MAR06714	0
MAR06715	0
MAR06716	0
MAR06717	0
MAR06718	0
MAR06719	0
MAR06720	0
MAR06721	0
MAR06722	0
MAR06723	0
MAR06725	0
MAR06726	0
MAR06727	0
MAR06728	0
MAR06729	0
MAR06730	0
MAR06731	0
MAR06734	0
MAR06735	0
MAR06736	0
MAR06738	0
MAR06739	0
MAR06740	0
MAR06741	0
MAR06742	0
MAR06743	0
MAR06744	0
MAR06745	0
MAR06746	0
MAR06747	0
MAR06748	0
MAR06749	0
MAR06750	0
MAR06751	0
MAR06752	0
MAR06753	0
MAR06754	0
MAR06755	0
MAR06756	0
MAR06757	0
MAR06758	0
MAR06759	0
MAR06760	0
MAR06761	0
MAR06762	0
MAR06763	0
MAR06764	0
MAR06765	0
MAR06766	0
MAR06767	0
MAR06768	0
MAR06770	0
MAR06771	0
MAR06772	0
MAR06774	0
MAR06776	0
MAR06778	0
MAR06782	0
MAR06783	0
MAR06784	0
MAR06785	0
MAR06786	0
MAR06787	0
MAR06788	0
MAR06789	0
MAR06790	0
MAR06791	0
MAR06792	0
MAR06798	0
MAR06799	0
MAR06800	0
MAR06801	0
MAR06802	0
MAR06803	0
MAR06806	0
MAR06807	0
MAR06808	0
MAR06811	0
MAR06813	0
MAR06814	0
MAR06815	0
MAR06817	0
MAR06818	0
MAR06819	0
MAR06820	0
MAR06822	0
MAR06823	0
MAR06824	0
MAR06826	0
MAR06827	0
MAR06828	0
MAR06829	0
MAR06830	0
MAR06831	0
MAR06834	0
MAR06835	0
MAR06836	0
MAR06837	0
MAR06838	0
MAR06839	0
MAR06840	0
MAR06841	0
MAR06842	0
MAR06843	0
MAR06844	0
MAR06845	0
MAR06848	0
MAR06849	0
MAR06850	0
MAR06851	0
MAR06854	0
MAR06855	0
MAR06874	0
MAR06875	1
MAR06876	1
MAR06877	0
MAR06878	0
MAR06879	0
MAR06880	0
MAR06881	0
MAR06882	0
MAR06883	0
MAR06885	0
MAR06886	0
MAR06888	0
MAR06889	0
MAR07628	0
MAR07756	0
MAR08539	0
MAR08794	0
MAR08795	0
MAR08796	0
MAR03875	0
MAR03877	0
MAR03879	0
MAR03881	0
MAR03912	0
MAR03917	0
MAR03919	0
MAR03920	0
MAR03922	0
MAR03928	0
MAR03995	0
MAR03996	0
MAR04072	0
MAR04189	0
MAR04302	0
MAR04323	0
MAR05381	0
MAR05385	0
MAR05386	0
MAR05387	0
MAR05388	0
MAR05389	0
MAR05390	0
MAR05391	0
MAR05418	0
MAR05419	0
MAR06515	0
MAR06518	0
MAR06519	0
MAR06520	0
MAR06523	0
MAR08062	0
MAR08066	0
MAR08067	0
MAR08068	0
MAR08069	0
MAR08641	0
MAR08682	0
MAR08683	0
MAR08684	0
MAR08685	0
MAR03868	0
MAR03869	0
MAR03889	0
MAR03933	0
MAR03937	0
MAR04116	0
MAR04120	0
MAR04121	0
MAR04175	0
MAR04176	0
MAR04324	0
MAR04326	0
MAR04328	0
MAR04329	0
MAR04708	0
MAR08769	0
MAR08770	0
MAR08771	0
MAR04078	0
MAR04079	0
MAR04174	0
MAR04330	0
MAR04347	0
MAR04425	0
MAR04427	0
MAR04688	0
MAR04689	0
MAR04735	0
MAR07991	0
MAR07992	0
MAR07993	0
MAR07128	0
MAR07129	0
MAR07130	0
MAR07131	0
MAR07132	0
MAR07133	0
MAR07134	0
MAR07135	0
MAR07136	0
MAR07137	0
MAR07138	0
MAR07139	0
MAR07140	0
MAR07141	0
MAR07620	0
MAR07647	0
MAR08640	0
MAR08689	0
MAR08690	0
MAR03748	0
MAR03751	0
MAR03753	0
MAR03755	0
MAR03759	0
MAR03763	0
MAR03767	0
MAR03769	0
MAR03773	0
MAR03775	0
MAR03780	0
MAR03783	0
MAR03785	0
MAR03790	0
MAR03792	0
MAR03796	0
MAR03823	0
MAR06416	0
MAR03986	0
MAR03988	0
MAR04124	0
MAR04158	0
MAR04159	0
MAR04299	0
MAR04300	0
MAR04494	0
MAR04524	0
MAR04525	0
MAR04526	0
MAR04527	0
MAR04528	0
MAR04529	0
MAR04530	0
MAR04531	0
MAR04532	0
MAR04533	0
MAR04534	0
MAR04536	0
MAR04628	0
MAR04629	0
MAR04631	0
MAR07696	0
MAR07697	0
MAR07698	0
MAR08366	0
MAR08367	0
MAR08368	0
MAR08371	0
MAR08372	0
MAR08373	0
MAR08375	0
MAR08376	0
MAR08377	0
MAR08672	0
MAR08674	0
MAR08675	0
MAR05130	0
MAR05131	0
MAR05132	0
MAR05133	0
MAR05134	0
MAR05135	0
MAR05136	0
MAR05137	0
MAR05138	0
MAR05139	0
MAR05140	0
MAR05141	0
MAR05142	0
MAR05143	0
MAR05144	0
MAR05145	0
MAR05146	0
MAR05147	0
MAR05148	0
MAR05149	0
MAR05150	0
MAR07171	0
MAR07172	0
MAR07174	0
MAR07175	0
MAR07180	0
MAR07181	0
MAR07183	0
MAR07197	0
MAR07436	0
MAR07438	0
MAR07440	0
MAR08254	0
MAR08255	0
MAR08256	0
MAR08257	0
MAR08258	0
MAR08260	0
MAR08261	0
MAR01532	0
MAR07254	0
MAR07256	0
MAR07258	0
MAR07259	0
MAR07260	0
MAR07261	0
MAR07263	0
MAR07264	0
MAR07265	0
MAR07266	0
MAR07267	0
MAR07268	0
MAR07269	0
MAR07270	0
MAR07271	0
MAR07274	0
MAR07275	0
MAR07276	0
MAR07277	0
MAR07278	0
MAR07279	0
MAR07280	0
MAR07281	0
MAR07285	0
MAR07286	0
MAR07287	0
MAR07288	0
MAR07289	0
MAR07290	0
MAR07291	0
MAR07292	0
MAR07293	0
MAR07294	0
MAR07295	0
MAR07296	0
MAR07297	0
MAR07298	0
MAR07299	0
MAR07300	0
MAR07301	0
MAR07302	0
MAR07303	0
MAR07304	0
MAR07305	0
MAR07306	0
MAR07308	0
MAR07309	0
MAR07310	0
MAR07311	0
MAR07312	0
MAR07313	0
MAR07314	0
MAR07315	0
MAR07316	0
MAR07317	0
MAR07318	0
MAR07319	0
MAR07320	0
MAR07321	0
MAR07322	0
MAR07323	0
MAR07324	0
MAR07325	0
MAR07326	0
MAR07327	0
MAR07328	0
MAR07329	0
MAR07332	0
MAR07333	0
MAR07334	0
MAR07428	0
MAR07429	0
MAR07574	0
MAR07575	0
MAR07576	0
MAR07577	0
MAR07578	0
MAR07580	0
MAR07582	0
MAR07585	0
MAR07586	0
MAR07587	0
MAR08691	0
MAR08692	0
MAR08693	0
MAR08694	0
MAR08695	0
MAR05151	0
MAR05152	0
MAR05153	0
MAR05154	0
MAR05155	0
MAR05156	0
MAR05157	0
MAR05158	0
MAR05159	0
MAR05160	0
MAR05161	0
MAR05162	0
MAR05163	0
MAR05164	0
MAR05165	0
MAR05166	0
MAR05167	0
MAR05168	0
MAR05169	0
MAR05170	0
MAR05171	0
MAR05172	0
MAR05173	0
MAR05174	0
MAR07282	0
MAR07616	0
MAR07619	0
MAR09735	0
MAR07621	0
MAR07622	0
MAR07624	0
MAR07626	0
MAR05258	0
MAR05259	0
MAR05260	0
MAR05261	0
MAR05262	0
MAR05263	0
MAR05264	0
MAR05265	0
MAR05266	0
MAR05267	0
MAR05268	0
MAR05269	0
MAR05270	0
MAR05271	0
MAR05272	0
MAR05273	0
MAR05274	0
MAR05275	0
MAR05276	0
MAR05277	0
MAR05278	0
MAR05279	0
MAR05280	0
MAR05281	0
MAR05282	0
MAR05283	0
MAR05284	0
MAR05285	0
MAR05286	0
MAR05287	0
MAR05288	0
MAR05289	0
MAR05290	0
MAR05291	0
MAR09817	0
MAR09818	0
MAR05407	0
MAR03851	0
MAR03861	0
MAR03866	0
MAR03915	0
MAR04084	0
MAR04187	0
MAR04188	0
MAR04701	0
MAR04840	1
MAR04842	0
MAR08662	0
MAR08663	0
MAR08664	0
MAR08665	0
MAR08666	0
MAR08667	0
MAR08668	0
MAR08669	0
MAR00710	0
MAR03787	0
MAR03957	0
MAR03958	0
MAR04139	0
MAR04141	0
MAR04145	0
MAR04147	0
MAR04149	0
MAR04152	0
MAR04209	0
MAR04408	0
MAR04410	0
MAR04454	0
MAR04458	0
MAR04465	0
MAR04589	0
MAR04652	0
MAR05294	0
MAR06413	0
MAR06414	0
MAR07704	0
MAR07706	0
MAR08743	0
MAR08772	0
MAR08773	0
MAR08774	0
MAR08775	0
MAR08777	0
MAR08778	0
MAR08779	0
MAR08780	0
MAR08781	0
MAR08782	0
MAR03975	0
MAR03977	0
MAR03979	0
MAR06911	0
MAR06912	0
MAR06914	0
MAR06916	0
MAR06918	0
MAR06921	0
MAR03960	0
MAR03980	0
MAR03982	0
MAR04767	0
MAR06608	0
MAR08409	0
MAR08410	0
MAR08413	0
MAR08415	0
MAR00156	0
MAR00165	0
MAR00168	0
MAR00171	0
MAR00174	0
MAR00177	0
MAR00180	0
MAR00184	0
MAR00188	0
MAR00192	0
MAR00196	0
MAR00200	0
MAR00204	0
MAR00209	0
MAR00213	0
MAR00217	0
MAR00226	0
MAR00233	0
MAR00237	0
MAR00241	0
MAR00245	0
MAR00249	0
MAR00255	0
MAR00259	0
MAR00263	0
MAR00267	0
MAR00271	0
MAR00275	0
MAR00279	0
MAR00283	0
MAR00289	0
MAR00293	0
MAR00297	0
MAR00301	0
MAR00305	0
MAR00309	0
MAR00313	0
MAR00319	0
MAR00323	0
MAR00327	0
MAR00331	0
MAR00337	0
MAR00341	0
MAR00345	0
MAR00349	0
MAR00353	0
MAR00357	0
MAR00361	0
MAR00365	0
MAR00369	0
MAR00373	0
MAR00377	0
MAR00381	0
MAR00385	0
MAR00389	0
MAR00393	0
MAR00397	0
MAR00401	0
MAR00405	0
MAR00409	0
MAR00413	0
MAR00417	0
MAR00421	0
MAR00425	0
MAR00429	0
MAR00433	0
MAR00437	0
MAR02942	0
MAR02943	0
MAR02944	0
MAR02945	0
MAR02946	0
MAR02947	0
MAR02948	0
MAR02949	0
MAR02951	0
MAR02952	0
MAR02954	0
MAR02955	0
MAR02956	0
MAR02957	0
MAR02959	0
MAR02961	0
MAR02962	0
MAR02963	0
MAR02964	0
MAR02965	0
MAR02966	0
MAR02967	0
MAR02968	0
MAR02969	0
MAR02970	0
MAR02971	0
MAR02972	0
MAR02973	0
MAR02974	0
MAR02975	0
MAR02976	0
MAR02977	0
MAR02978	0
MAR02979	0
MAR02980	0
MAR02981	0
MAR02982	0
MAR02983	0
MAR02984	0
MAR02985	0
MAR02986	0
MAR02987	0
MAR02988	0
MAR02989	0
MAR02990	0
MAR02991	0
MAR02992	0
MAR02994	0
MAR02996	0
MAR02998	0
MAR02999	0
MAR03000	0
MAR03001	0
MAR03002	0
MAR03003	0
MAR02152	0
MAR02153	0
MAR02154	0
MAR02155	0
MAR02156	0
MAR02157	0
MAR02158	0
MAR02159	0
MAR02160	0
MAR02161	0
MAR02162	0
MAR02163	0
MAR02164	0
MAR02165	0
MAR02166	0
MAR02167	0
MAR02168	0
MAR02169	0
MAR02170	0
MAR02171	0
MAR02173	0
MAR02174	0
MAR02175	0
MAR02176	0
MAR02178	0
MAR02179	0
MAR02180	0
MAR02181	0
MAR04156	0
MAR04295	0
MAR02227	0
MAR02228	0
MAR02229	0
MAR02230	0
MAR02231	0
MAR02232	0
MAR02233	0
MAR02234	0
MAR02235	0
MAR02236	0
MAR02237	0
MAR02238	0
MAR02239	0
MAR02240	0
MAR02241	0
MAR02242	0
MAR02243	0
MAR02244	0
MAR02245	0
MAR02246	0
MAR02247	0
MAR02249	0
MAR02250	0
MAR02251	0
MAR02252	0
MAR02254	0
MAR02255	0
MAR02256	0
MAR02257	0
MAR02305	0
MAR02307	0
MAR02309	0
MAR02311	0
MAR02315	0
MAR02317	0
MAR02319	0
MAR02321	0
MAR02324	0
MAR02326	0
MAR02328	0
MAR02330	0
MAR02332	0
MAR02334	0
MAR02336	0
MAR02338	0
MAR02342	0
MAR02343	0
MAR02344	0
MAR02345	0
MAR02347	0
MAR02348	0
MAR02349	0
MAR02350	0
MAR02353	0
MAR02354	0
MAR02355	0
MAR02356	0
MAR02361	0
MAR02362	0
MAR02363	0
MAR02364	0
MAR02190	0
MAR02191	0
MAR02193	0
MAR02194	0
MAR02201	0
MAR02202	0
MAR02203	0
MAR02204	0
MAR02205	0
MAR02208	0
MAR02209	0
MAR02210	0
MAR02211	0
MAR02212	0
MAR02213	0
MAR02214	0
MAR02215	0
MAR02217	0
MAR02218	0
MAR02219	0
MAR02259	0
MAR02260	0
MAR02261	0
MAR02262	0
MAR02263	0
MAR02264	0
MAR02265	0
MAR02266	0
MAR02267	0
MAR02268	0
MAR02269	0
MAR02270	0
MAR02281	0
MAR02282	0
MAR02284	0
MAR02286	0
MAR02287	0
MAR02292	0
MAR02293	0
MAR02294	0
MAR02295	0
MAR02296	0
MAR02359	0
MAR02365	0
MAR02288	0
MAR02289	0
MAR00709	0
MAR02150	0
MAR02151	0
MAR02172	0
MAR02177	0
MAR02182	0
MAR02248	0
MAR02253	0
MAR02258	0
MAR02437	0
MAR02438	0
MAR02439	0
MAR02440	0
MAR02441	0
MAR02442	0
MAR02443	0
MAR02444	0
MAR02445	0
MAR02446	0
MAR02447	0
MAR02448	0
MAR02449	0
MAR02450	0
MAR02451	0
MAR02452	0
MAR02453	0
MAR02454	0
MAR02455	0
MAR02456	0
MAR02457	0
MAR02458	0
MAR02459	0
MAR02460	0
MAR02461	0
MAR02462	0
MAR02463	0
MAR02464	0
MAR02465	0
MAR02466	0
MAR02467	0
MAR02468	0
MAR02469	0
MAR02470	0
MAR06397	0
MAR06398	0
MAR06399	0
MAR06400	0
MAR06401	0
MAR06402	0
MAR06403	0
MAR06404	0
MAR02472	0
MAR02475	0
MAR02478	0
MAR02480	0
MAR02482	0
MAR02484	0
MAR02486	0
MAR02489	0
MAR02491	0
MAR02493	0
MAR02495	0
MAR02497	0
MAR02499	0
MAR02501	0
MAR02503	0
MAR02505	0
MAR02510	0
MAR02511	0
MAR02512	0
MAR02513	0
MAR02514	0
MAR02515	0
MAR02516	0
MAR02518	0
MAR02520	0
MAR02522	0
MAR02524	0
MAR02526	0
MAR02528	0
MAR02530	0
MAR02533	0
MAR02535	0
MAR02537	0
MAR02540	0
MAR02541	0
MAR02542	0
MAR02543	0
MAR02544	0
MAR02545	0
MAR02546	0
MAR02548	0
MAR02549	0
MAR02550	0
MAR02551	0
MAR02552	0
MAR02553	0
MAR02555	0
MAR02556	0
MAR02557	0
MAR02558	0
MAR02559	0
MAR02560	0
MAR02561	0
MAR02562	0
MAR02563	0
MAR02565	0
MAR02566	0
