rxns	spontaneous
MAR02567	0
MAR02568	0
MAR02570	0
MAR02571	0
MAR02572	0
MAR02573	0
MAR02574	0
MAR02576	0
MAR02577	0
MAR02578	0
MAR02579	0
MAR02580	0
MAR02581	0
MAR02582	0
MAR02583	0
MAR02584	0
MAR02586	0
MAR02587	0
MAR02588	0
MAR02368	0
MAR02371	0
MAR02374	0
MAR02376	0
MAR02378	0
MAR02380	0
MAR02383	0
MAR02387	0
MAR02389	0
MAR02391	0
MAR02393	0
MAR02395	0
MAR02397	0
MAR02399	0
MAR02401	0
MAR02403	0
MAR02408	0
MAR02409	0
MAR02410	0
MAR02411	0
MAR02412	0
MAR02415	0
MAR02417	0
MAR02419	0
MAR02421	0
MAR02423	0
MAR02426	0
MAR02428	0
MAR02430	0
MAR02433	0
MAR02434	0
MAR02435	0
MAR02436	0
MAR03444	0
MAR03445	0
MAR03446	0
MAR03447	0
MAR03448	0
MAR03449	0
MAR03450	0
MAR03452	0
MAR03453	0
MAR03454	0
MAR03455	0
MAR03456	0
MAR03457	0
MAR03458	0
MAR03459	0
MAR03460	0
MAR03461	0
MAR03462	0
MAR03463	0
MAR03464	0
MAR03466	0
MAR03467	0
MAR03468	0
MAR03469	0
MAR03470	0
MAR03471	0
MAR03472	0
MAR00931	0
MAR00932	0
MAR00933	0
MAR00934	0
MAR00935	0
MAR00936	0
MAR00937	0
MAR00938	0
MAR00939	0
MAR00940	0
MAR00941	0
MAR00942	0
MAR00943	0
MAR00944	0
MAR00945	0
MAR00946	0
MAR00947	0
MAR00948	0
MAR00949	0
MAR00950	0
MAR00951	0
MAR00953	0
MAR00954	0
MAR00955	0
MAR00956	0
MAR00957	0
MAR00958	0
MAR00959	0
MAR00960	0
MAR00961	0
MAR00963	0
MAR00964	0
MAR00967	0
MAR00969	0
MAR00971	0
MAR00973	0
MAR00976	0
MAR00979	0
MAR00980	0
MAR00981	0
MAR00983	0
MAR00985	0
MAR00986	0
MAR00987	0
MAR00988	0
MAR00989	0
MAR00990	0
MAR00991	0
MAR00992	0
MAR00993	0
MAR00994	0
MAR00995	0
MAR00996	0
MAR00997	0
MAR00998	0
MAR00999	0
MAR01000	0
MAR01002	0
MAR01003	0
MAR01004	0
MAR01006	0
MAR01007	0
MAR01008	0
MAR01010	0
MAR01011	0
MAR01013	0
MAR01014	0
MAR01015	0
MAR01016	0
MAR01017	0
MAR01018	0
MAR01020	0
MAR01021	0
MAR01022	0
MAR01023	0
MAR01025	0
MAR01026	0
MAR01027	0
MAR01028	0
MAR01029	0
MAR01030	0
MAR01033	0
MAR01034	0
MAR01037	0
MAR01039	0
MAR01040	0
MAR01041	0
MAR01042	0
MAR01043	0
MAR01045	0
MAR01048	0
MAR01049	0
MAR01050	0
MAR01053	0
MAR01054	0
MAR01055	0
MAR01057	0
MAR01058	0
MAR01059	0
MAR01061	0
MAR01062	0
MAR01063	0
MAR01064	0
MAR01065	0
MAR01066	0
MAR01067	0
MAR01068	0
MAR01069	0
MAR01070	0
MAR01071	0
MAR01072	0
MAR01073	0
MAR01074	0
MAR01075	0
MAR01077	0
MAR01079	0
MAR03015	0
MAR01080	0
MAR01081	0
MAR01084	0
MAR01085	0
MAR01087	0
MAR01088	0
MAR01091	0
MAR01092	0
MAR01093	0
MAR01096	0
MAR01097	0
MAR01098	0
MAR01099	0
MAR01100	0
MAR01101	0
MAR01102	0
MAR01103	0
MAR01105	0
MAR01106	0
MAR01107	0
MAR01108	0
MAR01109	0
MAR01110	0
MAR01111	0
MAR01112	0
MAR01113	0
MAR01114	0
MAR01115	0
MAR01116	0
MAR01117	0
MAR01119	0
MAR01120	0
MAR01121	0
MAR01122	0
MAR01123	0
MAR01124	0
MAR01125	0
MAR01126	0
MAR01127	0
MAR01128	0
MAR01129	0
MAR01130	0
MAR01131	0
MAR01132	0
MAR01133	0
MAR01134	0
MAR01136	0
MAR01137	0
MAR01138	0
MAR01139	0
MAR01140	0
MAR01142	0
MAR01146	0
MAR01147	0
MAR01148	0
MAR01149	0
MAR01150	0
MAR01151	0
MAR01152	0
MAR01153	0
MAR01154	0
MAR01155	0
MAR01156	0
MAR01157	0
MAR01158	0
MAR01159	0
MAR01160	0
MAR01161	0
MAR01162	0
MAR01163	0
MAR01164	0
MAR01165	0
MAR01166	0
MAR01167	0
MAR01168	0
MAR01170	0
MAR01171	0
MAR01186	0
MAR01190	0
MAR01191	0
MAR01192	0
MAR01193	0
MAR01194	0
MAR01195	0
MAR01196	0
MAR01197	0
MAR01198	0
MAR01199	0
MAR01200	0
MAR01201	0
MAR01202	0
MAR01203	0
MAR01204	0
MAR01205	0
MAR01206	0
MAR01207	0
MAR01208	0
MAR01209	0
MAR01210	0
MAR01211	0
MAR01212	0
MAR01213	0
MAR01228	0
MAR01229	0
MAR01230	0
MAR01231	0
MAR01232	0
MAR01233	0
MAR01234	0
MAR01235	0
MAR01236	0
MAR01237	0
MAR01238	0
MAR01239	0
MAR01241	0
MAR01244	0
MAR01245	0
MAR01246	0
MAR01247	0
MAR01248	0
MAR01249	0
MAR01250	0
MAR01251	0
MAR01253	0
MAR01254	0
MAR01255	0
MAR01256	0
MAR01257	0
MAR01258	0
MAR01259	0
MAR01260	0
MAR01261	0
MAR01262	0
MAR01263	0
MAR01264	0
MAR01265	0
MAR01266	0
MAR01270	0
MAR01271	0
MAR01272	0
MAR01273	0
MAR01274	0
MAR01275	0
MAR01276	0
MAR01277	0
MAR01278	0
MAR01279	0
MAR01280	0
MAR01281	0
MAR01282	0
MAR01285	0
MAR01287	0
MAR01288	0
MAR01289	0
MAR01290	0
MAR01291	0
MAR01292	0
MAR01293	0
MAR01294	0
MAR01295	0
MAR01296	0
MAR01297	0
MAR01298	0
MAR01299	0
MAR01300	0
MAR01301	0
MAR01302	0
MAR01303	0
MAR01304	0
MAR04796	0
MAR08545	0
MAR08546	0
MAR08547	0
MAR08548	0
MAR08549	0
MAR08550	0
MAR08552	0
MAR08554	0
MAR08555	0
MAR08556	0
MAR08557	0
MAR08558	0
MAR08559	0
MAR08560	0
MAR08561	0
MAR00154	0
MAR00189	0
MAR00193	0
MAR00197	0
MAR00201	0
MAR00206	0
MAR00210	0
MAR00214	0
MAR00223	0
MAR00230	0
MAR00234	0
MAR00238	0
MAR00242	0
MAR00246	0
MAR00250	0
MAR00256	0
MAR00260	0
MAR00264	0
MAR00268	0
MAR00272	0
MAR00276	0
MAR00280	0
MAR00284	0
MAR00290	0
MAR00294	0
MAR00298	0
MAR00302	0
MAR00306	0
MAR00310	0
MAR00314	0
MAR00320	0
MAR00324	0
MAR00328	0
MAR00332	0
MAR00338	0
MAR00342	0
MAR00346	0
MAR00350	0
MAR00354	0
MAR00358	0
MAR00362	0
MAR00366	0
MAR00370	0
MAR00374	0
MAR00378	0
MAR00382	0
MAR00386	0
MAR00390	0
MAR00394	0
MAR00398	0
MAR00402	0
MAR00406	0
MAR00410	0
MAR00414	0
MAR00418	0
MAR00422	0
MAR00426	0
MAR00430	0
MAR00434	0
MAR00438	0
MAR03009	0
MAR03475	0
MAR03476	0
MAR03477	0
MAR00159	0
MAR02591	0
MAR02594	0
MAR02599	0
MAR02602	0
MAR02605	0
MAR02608	0
MAR02611	0
MAR02614	0
MAR02620	0
MAR02623	0
MAR02626	0
MAR02633	0
MAR02636	0
MAR02642	0
MAR02648	0
MAR02651	0
MAR02654	0
MAR02657	0
MAR02660	0
MAR02663	0
MAR02666	0
MAR02669	0
MAR02672	0
MAR02675	0
MAR02678	0
MAR02681	0
MAR02684	0
MAR02687	0
MAR02690	0
MAR02693	0
MAR02699	0
MAR02702	0
MAR02705	0
MAR02708	0
MAR02711	0
MAR02714	0
MAR02717	0
MAR02720	0
MAR02726	0
MAR02730	0
MAR02733	0
MAR02736	0
MAR02739	0
MAR02742	0
MAR02746	0
MAR02752	0
MAR02755	0
MAR02759	0
MAR02762	0
MAR02768	0
MAR02771	0
MAR02774	0
MAR02877	0
MAR03032	0
MAR03521	0
MAR08419	0
MAR00160	0
MAR00161	0
MAR00162	0
MAR00163	0
MAR02592	0
MAR02593	0
MAR02596	0
MAR02598	0
MAR02600	0
MAR02601	0
MAR02603	0
MAR02604	0
MAR02606	0
MAR02607	0
MAR02609	0
MAR02610	0
MAR02612	0
MAR02613	0
MAR02616	0
MAR02618	0
MAR02621	0
MAR02622	0
MAR02624	0
MAR02625	0
MAR02629	0
MAR02630	0
MAR02634	0
MAR02635	0
MAR02638	0
MAR02640	0
MAR02644	0
MAR02646	0
MAR02649	0
MAR02650	0
MAR02652	0
MAR02653	0
MAR02655	0
MAR02656	0
MAR02658	0
MAR02659	0
MAR02661	0
MAR02662	0
MAR02664	0
MAR02665	0
MAR02667	0
MAR02668	0
MAR02670	0
MAR02671	0
MAR02673	0
MAR02674	0
MAR02676	0
MAR02677	0
MAR02679	0
MAR02680	0
MAR02682	0
MAR02683	0
MAR02685	0
MAR02686	0
MAR02688	0
MAR02689	0
MAR02691	0
MAR02692	0
MAR02695	0
MAR02697	0
MAR02700	0
MAR02701	0
MAR02703	0
MAR02704	0
MAR02706	0
MAR02707	0
MAR02709	0
MAR02710	0
MAR02712	0
MAR02713	0
MAR02715	0
MAR02716	0
MAR02718	0
MAR02719	0
MAR02722	0
MAR02724	0
MAR02727	0
MAR02729	0
MAR02731	0
MAR02732	0
MAR02734	0
MAR02735	0
MAR02737	0
MAR02738	0
MAR02740	0
MAR02741	0
MAR02744	0
MAR02745	0
MAR02748	0
MAR02750	0
MAR02753	0
MAR02754	0
MAR02757	0
MAR02758	0
MAR02760	0
MAR02761	0
MAR02764	0
MAR02766	0
MAR02769	0
MAR02770	0
MAR02772	0
MAR02773	0
MAR02775	0
MAR02776	0
MAR03519	0
MAR03520	0
MAR08417	0
MAR08418	0
MAR03027	0
MAR03028	0
MAR03029	0
MAR03030	0
MAR03033	0
MAR03034	0
MAR03035	0
MAR03037	0
MAR02778	0
MAR02780	0
MAR02783	0
MAR02785	0
MAR02787	0
MAR02788	0
MAR02789	0
MAR02790	0
MAR02791	0
MAR02792	0
MAR02793	0
MAR02794	0
MAR02795	0
MAR02796	0
MAR02797	0
MAR02798	0
MAR02799	0
MAR02800	0
MAR02801	0
MAR02803	0
MAR02805	0
MAR02806	0
MAR02807	0
MAR02809	0
MAR02811	0
MAR02812	0
MAR02813	0
MAR02814	0
MAR02815	0
MAR02816	0
MAR02817	0
MAR02819	0
MAR02821	0
MAR02822	0
MAR02823	0
MAR02824	0
MAR02825	0
MAR02827	0
MAR02829	0
MAR02830	0
MAR02831	0
MAR02832	0
MAR02833	0
MAR02834	0
MAR02835	0
MAR02836	0
MAR02837	0
MAR02838	0
MAR02839	0
MAR02840	0
MAR02841	0
MAR02842	0
MAR02843	0
MAR02844	0
MAR02845	0
MAR02846	0
MAR02847	0
MAR02848	0
MAR02849	0
MAR02850	0
MAR02851	0
MAR02852	0
MAR02853	0
MAR02854	0
MAR02855	0
MAR02856	0
MAR02857	0
MAR02859	0
MAR02861	0
MAR02862	0
MAR02863	0
MAR02864	0
MAR02865	0
MAR02866	0
MAR02867	0
MAR02868	0
MAR02869	0
MAR02870	0
MAR02871	0
MAR02872	0
MAR02873	0
MAR02874	0
MAR02875	0
MAR02876	0
MAR02878	0
MAR02879	0
MAR02880	0
MAR02882	0
MAR02884	0
MAR02886	0
MAR02888	0
MAR02890	0
MAR02892	0
MAR02894	0
MAR02896	0
MAR02897	0
MAR02898	0
MAR02899	0
MAR02900	0
MAR02901	0
MAR02902	0
MAR02903	0
MAR02904	0
MAR02905	0
MAR02906	0
MAR02907	0
MAR02908	0
MAR02909	0
MAR02910	0
MAR02911	0
MAR02912	0
MAR02913	0
MAR02914	0
MAR02915	0
MAR02916	0
MAR02917	0
MAR02918	0
MAR02919	0
MAR02920	0
MAR02921	0
MAR02922	0
MAR02923	0
MAR02924	0
MAR02925	0
MAR02926	0
MAR02927	0
MAR02928	0
MAR02929	0
MAR02930	0
MAR02931	0
MAR02932	0
MAR00001	0
MAR00002	0
MAR00003	0
MAR00005	0
MAR00449	0
MAR00604	0
MAR00605	0
MAR00665	0
MAR00667	0
MAR00668	0
MAR00669	0
MAR00670	0
MAR00671	0
MAR00672	0
MAR00679	0
MAR00680	0
MAR00681	0
MAR00682	0
MAR00683	0
MAR00684	0
MAR07588	0
MAR03053	0
MAR03054	0
MAR03055	0
MAR03057	0
MAR03058	0
MAR03059	0
MAR03060	0
MAR03062	0
MAR03063	0
MAR03064	0
MAR03065	0
MAR03066	0
MAR03067	0
MAR03068	0
MAR03069	0
MAR03070	0
MAR03071	0
MAR03072	0
MAR03073	0
MAR03074	0
MAR03075	0
MAR03076	0
MAR03077	0
MAR03078	0
MAR03079	0
MAR03080	0
MAR03081	0
MAR03082	0
MAR03083	0
MAR03084	0
MAR03085	0
MAR03086	0
MAR03087	0
MAR03088	0
MAR03089	0
MAR03090	0
MAR03091	0
MAR03092	0
MAR03093	0
MAR03094	0
MAR03095	0
MAR03096	0
MAR03097	0
MAR03098	0
MAR03099	0
MAR03100	0
MAR03101	0
MAR03102	0
MAR03103	0
MAR03104	0
MAR03106	0
MAR03056	0
MAR03326	0
MAR03327	0
MAR03328	0
MAR03329	0
MAR03330	0
MAR03331	0
MAR03332	0
MAR03333	0
MAR03334	0
MAR03335	0
MAR03336	0
MAR03337	0
MAR03338	0
MAR03339	0
MAR03340	0
MAR03341	0
MAR03342	0
MAR03343	0
MAR03344	0
MAR03345	0
MAR03346	0
MAR03347	0
MAR03348	0
MAR03349	0
MAR03350	0
MAR03351	0
MAR03352	0
MAR03353	0
MAR03355	0
MAR03364	0
MAR03365	0
MAR03367	0
MAR03368	0
MAR03369	0
MAR03370	0
MAR03372	0
MAR03373	0
MAR03375	0
MAR03478	0
MAR03480	0
MAR03481	0
MAR03482	0
MAR03484	0
MAR03486	0
MAR03491	0
MAR03493	0
MAR03498	0
MAR03501	0
MAR03503	0
MAR03505	0
MAR03506	0
MAR03508	0
MAR03509	0
MAR03510	0
MAR03511	0
MAR03512	0
MAR03513	0
MAR03514	0
MAR03515	0
MAR03517	0
MAR03301	0
MAR03302	0
MAR03304	0
MAR03305	0
MAR03306	0
MAR03307	0
MAR03309	0
MAR03310	0
MAR03311	0
MAR03312	0
MAR03314	0
MAR03315	0
MAR03316	0
MAR03317	0
MAR03319	0
MAR03320	0
MAR03321	0
MAR03322	0
MAR03323	0
MAR03107	0
MAR03108	0
MAR03109	0
MAR03110	0
MAR03111	0
MAR03112	0
MAR03113	0
MAR03114	0
MAR03115	0
MAR03116	0
MAR03117	0
MAR03118	0
MAR03121	0
MAR03122	0
MAR03123	0
MAR03125	0
MAR03128	0
MAR03129	0
MAR03130	0
MAR03132	0
MAR03135	0
MAR03136	0
MAR03137	0
MAR03139	0
MAR03142	0
MAR03143	0
MAR03144	0
MAR03146	0
MAR03149	0
MAR03150	0
MAR03151	0
MAR03153	0
MAR03156	0
MAR03157	0
MAR03158	0
MAR03160	0
MAR03398	0
MAR03406	0
MAR03407	0
MAR03408	0
MAR03409	0
MAR03411	0
MAR03413	0
MAR03414	0
MAR03416	0
MAR03421	0
MAR03422	0
MAR03423	0
MAR03424	0
MAR03425	0
MAR03426	0
MAR09719	0
MAR03427	0
MAR03428	0
MAR03429	0
MAR03430	0
MAR03431	0
MAR03432	0
MAR03433	0
MAR03170	0
MAR03171	0
MAR03172	0
MAR03173	0
MAR03174	0
MAR03175	0
MAR03176	0
MAR03177	0
MAR03178	0
MAR03179	0
MAR03180	0
MAR03181	0
MAR03182	0
MAR03183	0
MAR03184	0
MAR03185	0
MAR03186	0
MAR03187	0
MAR03188	0
MAR03189	0
MAR03190	0
MAR03191	0
MAR03192	0
MAR03193	0
MAR03194	0
MAR03195	0
MAR03196	0
MAR03197	0
MAR03198	0
MAR03199	0
MAR03200	0
MAR03201	0
MAR03202	0
MAR03203	0
MAR03204	0
MAR03205	0
MAR03396	0
MAR03397	0
MAR03240	0
MAR03241	0
MAR03242	0
MAR03243	0
MAR03244	0
MAR03245	0
MAR03246	0
MAR03247	0
MAR03250	0
MAR03252	0
MAR03254	0
MAR03256	0
MAR03258	0
MAR03260	0
MAR03262	0
MAR03264	0
MAR03272	0
MAR03356	0
MAR03357	0
MAR03358	0
MAR03359	0
MAR03360	0
MAR03361	0
MAR03362	0
MAR03363	0
MAR03218	0
MAR03219	0
MAR03220	0
MAR03221	0
MAR03222	0
MAR03223	0
MAR03224	0
MAR03225	0
MAR03226	0
MAR03227	0
MAR03228	0
MAR03229	0
MAR03230	0
MAR03231	0
MAR03232	0
MAR03233	0
MAR03234	0
MAR03235	0
MAR03236	0
MAR03237	0
MAR03239	0
MAR03275	0
MAR03277	0
MAR03278	0
MAR03279	0
MAR03280	0
MAR03281	0
MAR03282	0
MAR03283	0
MAR03284	0
MAR03285	0
MAR03286	0
MAR03287	0
MAR03288	0
MAR03290	0
MAR03292	0
MAR03293	0
MAR03294	0
MAR03296	0
MAR03298	0
MAR01174	0
MAR01175	0
MAR01176	0
MAR01177	0
MAR01178	0
MAR01179	0
MAR01180	0
MAR01181	0
MAR01182	0
MAR01183	0
MAR01184	0
MAR01216	0
MAR01217	0
MAR01218	0
MAR01219	0
MAR01220	0
MAR01221	0
MAR01222	0
MAR01223	0
MAR01224	0
MAR01225	0
MAR01226	0
MAR03522	0
MAR03523	0
MAR03524	0
MAR03525	0
MAR03526	0
MAR03527	0
MAR03528	0
MAR03529	0
MAR03530	0
MAR03531	0
MAR03532	0
MAR03533	0
MAR03534	0
MAR01573	0
MAR06901	0
MAR06903	0
MAR06904	0
MAR06905	0
MAR06906	0
MAR06907	0
MAR06908	0
MAR06909	0
MAR06910	0
MAR07165	0
MAR07166	0
MAR07167	0
MAR07168	0
MAR07169	0
MAR07170	0
MAR09722	0
MAR01644	0
MAR01651	0
MAR01920	0
MAR01924	0
MAR01926	0
MAR01927	0
MAR01928	0
MAR01929	0
MAR01931	0
MAR01932	0
MAR01933	0
MAR01934	0
MAR01935	0
MAR01940	0
MAR01941	0
MAR01942	0
MAR01943	0
MAR01948	0
MAR01949	0
MAR01950	0
MAR01951	0
MAR01989	0
MAR01990	0
MAR01991	0
MAR01992	0
MAR01993	0
MAR02002	0
MAR02003	0
MAR02004	0
MAR02005	0
MAR02007	0
MAR02009	0
MAR02010	0
MAR02011	0
MAR04766	0
MAR06793	0
MAR06794	0
MAR06795	0
MAR06796	0
MAR07648	0
MAR07928	0
MAR07930	0
MAR07931	0
MAR07932	0
MAR07934	0
MAR07935	0
MAR07936	0
MAR07937	0
MAR07938	0
MAR07939	0
MAR07940	0
MAR07941	0
MAR07942	0
MAR07943	0
MAR07945	0
MAR07948	0
MAR07950	0
MAR07952	0
MAR07954	0
MAR07955	0
MAR07957	0
MAR07958	0
MAR07959	0
MAR07962	0
MAR07965	0
MAR07968	0
MAR02041	0
MAR07970	0
MAR07971	0
MAR07972	0
MAR07973	0
MAR07974	0
MAR07976	0
MAR07978	0
MAR07980	0
MAR07984	0
MAR07987	0
MAR01944	0
MAR01945	0
MAR01952	0
MAR01953	0
MAR01958	0
MAR01959	0
MAR01960	0
MAR01962	0
MAR01963	0
MAR01967	0
MAR01968	0
MAR01969	0
MAR01970	0
MAR01971	0
MAR01973	0
MAR01974	0
MAR01976	0
MAR01977	0
MAR01978	0
MAR01982	0
MAR01983	0
MAR02014	0
MAR02015	0
MAR02016	0
MAR02017	0
MAR02018	0
MAR02019	0
MAR02020	0
MAR02022	0
MAR02024	0
MAR02025	0
MAR01440	0
MAR01445	0
MAR01448	0
MAR01454	0
MAR01465	0
MAR01467	0
MAR01470	0
MAR01473	0
MAR01477	0
MAR01478	0
MAR01479	0
MAR01484	0
MAR01490	0
MAR01493	0
MAR01494	0
MAR01495	0
MAR01496	0
MAR01500	0
MAR01502	0
MAR01503	0
MAR01504	0
MAR01505	0
MAR01509	0
MAR01512	0
MAR01516	0
MAR01519	0
MAR01526	0
MAR01533	0
MAR01557	0
MAR01558	0
MAR01565	0
MAR01535	0
MAR01536	0
MAR01538	0
MAR01539	0
MAR01540	0
MAR01543	0
MAR01544	0
MAR01545	0
MAR01546	0
MAR01547	0
MAR01548	0
MAR01549	0
MAR01550	0
MAR01551	0
MAR01552	0
MAR01553	0
MAR01437	0
MAR01451	0
MAR01457	0
MAR01460	0
MAR01531	0
MAR01570	0
MAR01576	0
MAR01577	0
MAR03105	0
MAR04630	0
MAR02029	0
MAR02030	0
MAR02031	0
MAR02032	0
MAR02033	0
MAR02034	0
MAR02036	0
MAR02037	0
MAR02038	0
MAR02042	0
MAR02043	0
MAR02044	0
MAR02045	0
MAR02046	0
MAR02047	0
MAR02048	0
MAR02049	0
MAR02050	0
MAR02051	0
MAR02052	0
MAR02053	0
MAR02054	0
MAR02055	0
MAR02056	0
MAR02057	0
MAR02058	0
MAR02059	0
MAR02060	0
MAR02061	0
MAR02062	0
MAR02063	0
MAR02064	0
MAR02068	0
MAR02069	0
MAR02070	0
MAR02071	0
MAR02072	0
MAR02073	0
MAR02074	0
MAR02075	0
MAR02076	0
MAR02077	0
MAR02078	0
MAR02079	0
MAR02083	0
MAR02084	0
MAR02085	0
MAR02086	0
MAR02088	0
MAR02089	0
MAR02091	0
MAR02095	0
MAR02096	0
MAR02097	0
MAR02098	0
MAR02099	0
MAR02100	0
MAR02102	0
MAR02106	0
MAR02107	0
MAR02108	0
MAR02109	0
MAR02110	0
MAR02111	0
MAR02112	0
MAR02113	0
MAR03537	0
MAR03538	0
MAR03539	0
MAR03540	0
MAR03541	0
MAR03542	0
MAR03543	0
MAR03544	0
MAR03545	0
MAR03546	0
MAR03547	0
MAR03548	0
MAR03549	0
MAR03550	0
MAR03551	0
MAR03552	0
MAR03553	0
MAR03554	0
MAR03555	0
MAR03556	0
MAR03557	0
MAR03558	0
MAR03559	0
MAR03560	0
MAR03561	0
MAR03562	0
MAR03563	0
MAR03564	0
MAR03565	0
MAR03566	0
MAR03567	0
MAR03568	0
MAR03569	0
MAR03570	0
MAR03571	0
MAR03572	0
MAR03573	0
MAR03574	0
MAR03575	0
MAR03576	0
MAR03577	0
MAR03578	0
MAR03579	0
MAR03580	0
MAR03581	0
MAR03582	0
MAR03583	0
MAR03584	0
MAR03585	0
MAR03586	0
MAR03587	0
MAR03588	0
MAR03589	0
MAR03590	0
MAR03591	0
MAR03592	0
MAR03593	0
MAR03594	0
MAR03595	0
MAR03596	0
MAR03622	0
MAR03625	0
MAR03626	0
MAR03627	0
MAR03628	0
MAR03629	0
MAR03630	0
MAR03631	0
MAR03632	0
MAR03633	0
MAR03634	0
MAR03635	0
MAR03636	0
MAR03637	0
MAR03638	0
MAR03639	0
MAR03640	0
MAR03641	0
MAR03642	0
MAR03643	0
MAR03644	0
MAR03645	0
MAR03646	0
MAR03647	0
MAR03648	0
MAR03649	0
MAR03650	0
MAR03651	0
MAR03652	0
MAR03653	0
MAR03654	0
MAR03655	0
MAR03656	0
MAR03657	0
MAR03658	0
MAR03659	0
MAR03660	0
MAR03661	0
MAR03662	0
MAR03663	0
MAR03664	0
MAR03665	0
MAR03666	0
MAR03667	0
MAR03668	0
MAR03669	0
MAR03670	0
MAR03671	0
MAR03672	0
MAR03673	0
MAR03674	0
MAR03675	0
MAR03676	0
MAR03677	0
MAR03678	0
MAR03679	0
MAR03680	0
MAR03681	0
MAR03682	0
MAR03683	0
MAR03684	0
MAR03685	0
MAR03686	0
MAR03687	0
MAR03688	0
MAR03689	0
MAR03690	0
MAR03691	0
MAR03692	0
MAR03693	0
MAR03694	0
MAR03695	0
MAR03696	0
MAR03697	0
MAR03698	0
MAR03699	0
MAR03700	0
MAR03701	0
MAR03702	0
MAR03703	0
MAR03704	0
MAR03705	0
MAR03706	0
MAR03707	0
MAR03708	0
MAR03709	0
MAR03710	0
MAR03711	0
MAR03712	0
MAR03713	0
MAR03714	0
MAR03715	0
MAR03716	0
MAR03717	0
MAR03718	0
MAR03719	0
MAR03720	0
MAR03721	0
MAR03722	0
MAR03723	0
MAR03724	0
MAR03725	0
MAR03726	0
MAR03727	0
MAR03728	0
MAR03729	0
MAR03730	0
MAR03731	0
MAR03732	0
MAR03733	0
MAR03734	0
MAR03735	0
MAR03736	0
MAR03737	0
MAR03738	0
MAR03739	0
MAR03740	0
MAR03741	0
MAR03742	0
MAR00715	0
MAR00716	0
MAR00733	0
MAR00735	0
MAR00736	0
MAR00738	0
MAR00741	0
MAR00744	0
MAR00746	0
MAR00748	0
MAR00750	0
MAR00753	0
MAR00754	0
MAR00758	0
MAR00760	0
MAR00761	0
MAR00762	0
MAR00763	0
MAR00765	0
MAR00766	0
MAR00767	0
MAR00773	0
MAR00775	0
MAR00779	0
MAR00781	0
MAR00783	0
MAR00795	0
MAR08147	0
MAR08148	0
MAR08149	0
MAR08150	0
MAR08151	0
MAR08152	0
MAR08155	0
MAR08156	0
MAR08159	0
MAR08162	0
MAR08165	0
MAR08166	0
MAR08167	0
MAR08168	0
MAR08169	0
MAR08170	0
MAR08171	0
MAR08172	0
MAR08173	0
MAR08174	0
MAR08175	0
MAR08176	0
MAR08177	0
MAR08178	0
MAR08179	0
MAR08180	0
MAR08181	0
MAR08182	0
MAR08183	0
MAR08184	0
MAR08185	0
MAR08186	0
MAR08187	0
MAR08188	0
MAR08189	0
MAR08190	0
MAR08191	0
MAR08192	0
MAR08194	0
MAR08197	0
MAR08198	0
MAR08201	0
MAR00786	0
MAR08206	0
MAR08209	0
MAR08210	0
MAR08211	0
MAR08212	0
MAR08217	0
MAR08219	0
MAR08220	0
MAR08221	0
MAR08224	0
MAR08226	0
MAR08227	0
MAR08228	0
MAR08233	0
MAR08235	0
MAR08237	0
MAR08238	0
MAR08242	0
MAR08245	0
MAR08246	0
MAR08248	0
MAR08249	0
MAR08250	0
MAR08251	0
MAR00453	0
MAR00456	0
MAR00458	0
MAR00459	0
MAR00463	0
MAR00486	0
MAR00487	0
MAR00488	0
MAR00489	0
MAR00490	0
MAR00491	0
MAR00492	0
MAR00493	0
MAR00494	0
MAR00495	0
MAR00496	0
MAR00497	0
MAR00498	0
MAR00499	0
MAR00500	0
MAR00501	0
MAR00502	0
MAR00503	0
MAR00504	0
MAR00505	0
MAR00506	0
MAR00507	0
MAR00508	0
MAR00509	0
MAR00510	0
MAR00511	0
MAR00512	0
MAR00513	0
MAR00514	0
MAR00515	0
MAR00516	0
MAR00517	0
MAR00518	0
MAR00519	0
MAR00520	0
MAR00521	0
MAR00522	0
MAR00523	0
MAR00524	0
MAR00525	0
MAR00526	0
MAR00527	0
MAR00528	0
MAR00529	0
MAR00530	0
MAR00531	0
MAR00532	0
MAR00533	0
MAR00534	0
MAR00535	0
MAR00536	0
MAR00537	0
MAR00538	0
MAR00539	0
MAR00540	0
MAR00541	0
MAR00542	0
MAR00543	0
MAR00544	0
MAR00588	0
MAR00596	0
MAR00673	0
MAR00674	0
MAR00675	0
MAR00676	0
MAR00677	0
MAR00678	0
MAR04296	0
MAR04390	0
MAR05254	0
MAR07599	0
MAR00448	0
MAR00450	0
MAR00468	0
MAR00478	0
MAR00479	0
MAR00481	0
MAR00483	0
MAR00482	0
MAR00484	0
MAR00579	0
MAR00580	0
MAR00581	0
MAR00582	0
MAR00584	0
MAR00586	0
MAR00589	0
MAR00590	0
MAR00591	0
MAR00592	0
MAR00593	0
MAR00594	0
MAR00597	0
MAR00598	0
MAR00599	0
MAR00600	0
MAR00601	0
MAR00602	0
MAR00610	0
MAR00613	0
MAR00614	0
MAR00615	0
MAR00616	0
MAR00622	0
MAR00623	0
MAR00625	0
MAR00627	0
MAR00629	0
MAR00630	0
MAR00632	0
MAR00633	0
MAR00634	0
MAR00635	0
MAR00636	0
MAR00638	0
MAR00640	0
MAR00641	0
MAR00642	0
MAR00643	0
MAR00644	0
